PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
0620409,3,1,8,0,0,0,1,31,0,0,0,0,41
0620410,3,36,6,5,0,2,2,65,1,0,1,0,118
0620411,3,0,0,0,0,0,0,0,0,0,0,0,0
0621256,1,0,43,20,0,0,2,381,0,1,0,0,447
0621261,3,50,373,231,0,0,338,442,0,290,0,0,1724
0621262,3,8,376,352,0,0,266,477,0,51,79,0,1609
0622412,3,77,617,20,0,3,549,511,1,6,3,0,1787
0622413,3,286,316,107,0,0,9,892,2,11,0,3,1626
0622414,3,166,148,137,0,0,4,1306,10,1,1,0,1773
0622415,3,56,694,18,0,0,21,931,1,0,0,2,1723
0622416,3,27,729,89,0,1,33,354,0,10,1,0,1244
0622417,3,86,503,60,0,3,26,524,0,3,2,6,1213
0622418,3,10,258,230,1,1,272,179,2,3,2,3,961
0622419,2,128,371,158,1,2,207,303,1,4,1,1,1177
0622507,3,21,414,23,4,6,531,513,6,3,5,5,1531
0622521,3,214,468,3,0,5,104,975,0,1,1,0,1771
1801001,3,50,260,8,1,10,5,674,2,4,2,2,1018
1801002,5,4,1267,165,0,0,36,882,5,2,1,3,2365
1801003,6,17,893,59,8,23,76,1643,17,9,13,8,2766
1801004,3,17,657,147,12,15,40,770,17,3,7,3,1688
1801005,3,4,57,13,4,15,36,662,2,3,4,9,809
1801006,6,38,2020,91,3,6,65,1237,18,2,8,9,3497
1801007,4,5,778,41,4,14,35,1208,5,2,10,2,2104
1801008,3,4,718,48,3,7,35,772,2,2,1,3,1595
1801009,5,5,145,246,8,16,9,1792,12,2,15,5,2255
1801010,6,19,2384,178,1,2,99,701,19,6,0,4,3413
1801011,8,38,3054,204,6,1,138,553,13,13,6,10,4036
1801012,12,62,3806,218,3,12,195,828,24,11,5,15,5179
1801013,6,23,1602,115,4,8,95,481,7,1,2,3,2341
1801014,6,23,2023,94,5,8,97,670,15,9,2,10,2956
1801015,4,10,1680,130,3,5,67,354,8,6,0,4,2267
1801016,4,8,1578,120,4,1,98,220,18,2,2,4,2055
1801017,4,11,523,25,4,20,27,1211,4,2,8,5,1840
1801018,6,23,2477,118,2,4,105,401,11,2,2,4,3149
1801019,5,30,1834,105,4,9,95,162,15,1,4,7,2266
1801020,3,55,788,153,5,13,41,368,11,5,4,5,1448
1801021,5,107,1765,236,2,5,93,334,10,2,10,4,2568
1801022,7,162,548,253,19,32,141,2006,28,6,16,21,3232
1801023,4,30,910,103,8,12,78,622,16,16,3,5,1803
1801024,4,8,1794,87,3,5,56,248,5,12,0,4,2222
1801025,3,6,39,12,0,0,36,1151,2,2,0,3,1251
1801026,2,7,170,5,0,0,3,647,3,1,0,4,840
1801027,2,7,441,73,1,7,25,347,9,1,2,1,914
1801028,3,215,228,227,0,0,35,86,1,6,0,0,798
1801029,3,3,61,60,11,34,9,1173,5,7,15,10,1388
1801030,3,0,148,22,4,16,18,1502,2,0,5,5,1722
1801031,3,13,415,74,1,5,47,410,8,0,4,1,978
1801032,4,7,336,44,6,29,82,1596,11,8,6,14,2139
1801033,3,4,88,20,1,12,15,1227,2,1,4,2,1376
1801034,2,1,33,7,2,10,3,405,1,0,3,3,468
1801183,4,17,1679,44,2,4,78,356,13,3,6,4,2206
1801184,2,3,345,22,2,4,22,434,5,1,6,3,847
1801185,2,44,276,32,1,4,30,247,1,2,2,4,643
1801186,3,4,661,33,1,10,19,660,11,2,2,8,1411
1802035,3,1,37,5,2,9,8,630,2,1,6,0,701
1802036,3,0,20,0,1,2,4,627,0,1,1,0,656
1802037,2,2,7,13,2,5,0,855,0,0,2,1,887
1802038,2,4,18,6,4,11,3,658,5,2,4,6,721
1802039,2,1,25,9,3,3,6,496,2,2,7,0,554
1802187,2,1,11,1,3,7,3,413,5,0,3,0,447
1803040,6,3,880,79,8,27,24,1513,5,3,13,5,2560
1803041,7,75,579,170,5,8,95,1831,15,9,8,9,2804
1803042,5,13,181,87,8,32,38,1718,10,2,17,18,2124
1803043,4,16,231,131,1,14,52,559,4,8,6,11,1033
1803044,6,7,175,83,11,31,46,2649,14,6,26,16,3064
1803045,2,0,44,21,1,4,4,516,1,1,2,3,597
1803188,2,1,61,0,0,1,7,415,2,0,2,3,492
1803189,3,4,64,10,0,1,5,53,1,1,0,0,139
1803204,3,11,238,154,0,0,29,539,5,1,0,0,977
1804059,6,21,421,196,6,16,21,1742,4,2,4,3,2436
1804060,5,11,204,98,4,14,9,1910,8,6,8,5,2277
1804061,4,24,75,36,6,24,6,1298,4,0,5,7,1485
1804062,8,26,174,124,14,49,22,3754,18,9,17,14,4221
1804063,4,10,40,18,4,14,13,889,7,3,6,12,1016
1805076,3,0,575,328,0,0,25,9,2,1,0,0,940
1805077,6,66,748,143,10,40,70,2129,8,8,13,7,3242
1805078,4,12,1466,48,0,0,54,72,5,0,0,1,1658
1805079,4,0,1430,322,0,0,56,16,1,3,0,1,1829
1805080,2,0,782,127,0,0,46,1,2,0,0,0,958
1805193,2,8,834,1,0,0,48,7,0,0,0,1,899
1806081,4,1,1004,506,0,0,36,5,2,0,1,1,1556
1806082,3,203,409,77,2,5,24,82,10,2,11,1,826
1806083,5,31,958,168,3,5,23,23,9,1,7,2,1230
1806194,2,1,552,18,0,0,6,3,0,0,0,0,580
1806205,3,2,348,15,0,0,18,25,0,1,0,1,410
1807094,4,4,8,3,0,0,52,695,0,0,1,0,763
1807095,4,7,285,125,0,0,59,911,14,4,0,14,1419
1807096,5,22,335,89,4,12,426,1563,14,4,4,13,2486
1807097,5,8,103,41,4,27,454,1903,0,4,6,13,2563
1807098,4,4,115,63,0,0,62,1905,5,3,0,4,2161
1807099,4,10,702,15,1,0,24,992,9,1,2,7,1763
1807100,4,17,113,297,0,17,346,1186,7,2,4,17,2006
1807195,2,5,15,198,0,0,32,530,0,0,0,6,786
1807206,3,0,22,9,1,4,5,745,1,0,0,1,788
1807207,3,1,79,19,1,5,15,199,4,0,3,3,329
1808084,4,2,1572,106,0,0,26,2,6,1,1,2,1718
1808085,4,1,1495,16,0,0,9,3,5,0,0,0,1529
1808086,8,8,3682,184,2,5,61,51,25,4,2,6,4030
1808087,3,0,1388,56,0,0,8,0,3,0,0,0,1455
1808088,3,2,1222,39,0,0,38,0,7,0,0,5,1313
1808089,3,2,750,9,0,0,2,0,1,0,0,1,765
1808090,2,6,893,42,1,0,24,8,12,2,0,2,990
1808091,3,22,934,46,2,0,20,3,6,0,1,4,1038
1808092,3,8,906,247,0,0,17,2,11,3,0,3,1197
1808093,2,0,704,141,0,0,17,1,5,0,1,0,869
1808208,3,19,461,53,0,1,5,14,1,0,0,0,554
1809046,4,7,697,51,2,12,119,1281,10,2,6,5,2192
1809047,6,14,1268,45,4,18,180,1547,9,9,8,10,3112
1809048,4,12,155,9,2,7,116,1098,3,1,6,2,1411
1809049,3,6,93,19,2,5,115,838,7,0,3,1,1089
1809050,4,4,114,25,3,9,83,1308,5,4,4,6,1565
1809051,6,19,275,76,8,22,255,1610,11,7,16,21,2320
1809052,4,5,128,15,2,3,152,1516,3,4,11,9,1848
1809053,4,0,39,42,1,10,502,1200,5,2,7,6,1814
1809054,3,2,62,48,3,6,92,759,1,2,14,3,992
1809055,4,6,43,31,0,2,357,1300,5,5,6,3,1758
1809056,4,2,45,13,0,0,155,1066,6,1,0,2,1290
1809057,2,1,55,15,1,2,42,303,2,0,0,0,421
1809058,2,69,65,89,2,3,293,178,2,5,0,3,709
1809190,4,6,83,18,0,0,204,1032,15,4,0,4,1366
1810101,6,12,2286,150,5,8,100,684,30,3,13,3,3294
1810102,4,3,2070,60,4,3,37,65,12,2,3,6,2265
1810103,6,17,1515,70,6,12,70,816,19,0,8,8,2541
1810104,6,21,1748,124,8,16,83,934,23,4,2,13,2976
1810105,5,9,1892,22,3,2,90,99,19,2,3,5,2146
1810106,5,9,1099,84,10,26,56,1103,23,12,15,11,2448
1810107,2,1,266,2,0,0,5,1,7,0,1,1,284
1810108,4,1,630,0,2,0,26,7,1,1,1,2,671
1810109,4,10,1289,56,4,8,77,141,18,3,8,6,1620
1810110,4,3,559,23,1,4,9,302,7,0,2,0,910
1810111,4,8,106,28,8,20,36,966,8,2,10,4,1196
1810112,6,5,2343,26,5,3,26,59,20,2,3,5,2497
1810113,4,2,833,14,1,2,21,123,22,3,4,4,1029
1810114,5,11,592,49,0,15,4,918,10,1,5,5,1610
1810115,3,2,1352,5,0,5,28,14,16,2,4,3,1431
1810116,4,9,62,64,3,12,18,865,1,6,9,5,1054
1810117,2,5,14,45,3,12,3,449,0,1,4,2,538
1810118,2,26,97,16,4,11,159,329,6,6,17,9,680
1810119,3,39,28,54,12,23,22,862,9,2,17,8,1076
1810120,4,15,211,85,15,35,40,1060,21,6,24,7,1519
1810121,4,2,1193,17,3,3,72,11,10,1,0,1,1313
1810122,2,2,742,2,0,2,102,10,0,1,0,0,861
1810123,4,5,204,9,7,6,10,474,4,2,5,4,730
1810124,4,3,260,65,7,37,11,863,8,1,22,10,1287
1810125,3,0,951,6,0,0,44,34,8,0,0,0,1043
1810126,2,4,84,48,3,5,2,281,5,0,3,1,436
1810127,4,6,711,6,1,7,62,290,9,1,4,5,1102
1810128,4,7,629,4,3,5,25,21,9,2,3,5,713
1810129,4,14,766,12,6,9,13,39,26,3,11,11,910
1810130,4,20,375,142,7,11,56,902,9,6,8,14,1550
1810131,2,0,691,20,1,6,36,22,5,2,2,2,787
1810196,2,2,246,4,3,6,9,26,10,2,5,2,315
1810197,2,18,439,1,1,0,56,11,5,0,2,0,533
1810209,3,0,290,1,1,3,6,91,2,1,0,0,395
1810210,3,0,630,5,0,0,54,1,8,2,0,4,704
1810211,3,0,577,3,4,6,1,6,12,0,1,2,612
1811064,8,152,2338,65,2,4,43,968,10,5,5,10,3602
1811065,4,53,771,13,1,3,27,527,9,1,5,2,1412
1811066,4,4,1135,18,2,6,3,8,14,2,2,14,1208
1811067,4,22,144,59,0,3,7,1189,3,2,1,1,1431
1811068,4,42,284,14,0,0,8,416,0,1,0,1,766
1811069,5,21,1541,27,2,5,39,284,20,1,3,6,1949
1811070,4,59,611,111,4,12,30,905,10,6,8,11,1767
1811071,2,0,508,232,0,0,0,443,1,0,0,4,1188
1811072,2,6,204,25,1,10,4,595,4,2,2,1,854
1811073,3,4,1292,4,1,1,21,10,10,2,0,3,1348
1811074,3,10,1159,13,0,0,3,102,1,0,0,0,1288
1811075,2,26,337,64,0,0,44,122,3,5,2,0,603
1811191,2,1,463,2,0,0,0,1,3,0,0,0,470
1811192,2,84,685,28,1,2,20,97,6,0,1,5,929
1812169,5,34,562,46,10,13,35,2061,12,7,14,7,2801
1812170,4,40,617,60,6,19,30,1325,10,1,19,7,2134
1812171,3,7,432,29,5,4,18,899,4,3,10,3,1414
1812172,5,17,92,23,2,9,47,1413,6,47,11,3,1670
1812173,3,5,99,8,0,0,13,1283,1,0,0,3,1412
1812174,4,12,458,40,7,17,25,1671,6,4,18,14,2272
1812175,2,4,48,135,0,0,6,151,0,5,3,1,353
1812200,2,2,27,6,5,1,3,938,6,1,9,1,999
1812201,2,9,549,71,2,4,6,62,7,1,1,3,715
1812212,3,48,284,58,0,0,25,1033,5,2,2,7,1464
1813176,6,50,1329,626,2,0,24,7,12,1,1,2,2054
1813177,3,0,939,128,0,0,16,0,9,0,0,0,1092
1813178,6,6,2172,128,0,0,29,5,10,0,1,0,2351
1813179,4,2,1848,290,0,0,36,18,17,0,0,1,2212
1813180,3,2,822,220,0,0,20,8,13,1,0,0,1086
1813181,4,0,2184,65,0,0,25,4,12,1,0,5,2296
1813182,3,1,1018,29,0,0,3,16,8,0,0,1,1076
1813202,2,0,626,14,0,0,0,0,3,0,0,0,643
1813203,2,0,716,70,0,0,4,2,3,0,0,0,795
1813213,2,3,278,222,2,0,4,3,4,0,2,1,519
1814155,3,29,812,63,1,8,110,661,9,4,7,11,1715
1814156,3,51,519,42,3,18,189,854,12,6,17,9,1720
1814157,3,7,321,12,3,11,80,1087,13,1,11,7,1553
1814158,3,31,611,49,3,7,20,142,11,5,3,4,886
1814159,3,9,1114,41,3,9,34,362,42,2,5,3,1624
1814160,3,21,344,105,9,11,168,699,10,3,12,11,1393
1814199,2,2,473,64,0,0,79,329,46,4,0,8,1005
1815161,3,132,321,262,4,11,149,604,11,17,13,9,1533
1815162,3,76,430,108,8,18,60,873,17,2,13,10,1615
1815163,3,162,511,183,6,3,28,72,9,21,6,4,1005
1815164,2,215,104,306,2,2,223,26,8,16,5,2,909
1815165,3,4,468,10,2,5,96,317,15,4,7,6,934
1815166,3,56,215,129,0,3,30,74,4,2,3,2,518
1815167,2,4,267,1,0,0,80,56,4,1,7,0,420
1815168,2,45,45,191,2,9,15,27,6,10,7,6,363
1815214,3,6,406,16,1,1,49,23,2,1,1,2,508
1816132,5,27,2767,57,1,0,58,14,5,1,1,4,2935
1816133,6,39,3257,58,0,1,90,27,15,9,2,3,3501
1816134,6,32,3230,109,6,2,63,30,9,1,5,1,3488
1816135,4,4,1785,28,0,5,8,39,12,0,6,6,1893
1816136,4,21,486,12,1,0,1,4,1,1,0,2,529
1816137,4,40,1380,29,8,11,28,176,17,2,8,13,1712
1816138,4,3,1263,41,0,0,11,15,9,1,0,3,1346
1816139,4,4,803,6,0,1,10,4,3,1,1,2,835
1816140,4,3,1229,32,3,1,9,13,25,7,6,12,1340
1816141,4,5,1272,24,1,0,17,5,8,0,1,2,1335
1816142,4,53,1774,8,4,4,39,1,17,1,2,5,1908
1816143,2,1,1079,34,1,0,11,0,4,0,4,2,1136
1816144,2,1,264,5,0,1,9,1,1,0,1,1,284
1816145,2,12,345,4,1,0,4,3,2,0,4,1,376
1816198,2,5,521,10,1,2,5,1,8,0,0,1,554
1816215,3,0,486,36,1,1,5,3,5,0,2,1,540
1817146,6,4,846,16,9,12,141,1155,26,5,9,11,2234
1817147,4,174,256,120,4,3,18,89,8,4,3,3,682
1817148,4,5,454,122,7,11,192,1100,11,6,11,10,1929
1817149,4,69,1139,158,3,10,81,670,10,5,3,7,2155
1817150,4,126,398,193,3,7,11,351,8,5,3,3,1108
1817151,4,5,1159,52,4,13,116,638,17,7,10,8,2029
1817152,2,5,634,5,5,7,50,405,6,0,6,4,1127
1817153,3,3,797,69,0,5,135,317,11,1,2,4,1344
1817154,2,46,460,54,2,5,102,162,2,6,3,0,842
2301001,9,36,2462,204,0,0,383,662,18,23,1,10,3799
2301002,8,43,2228,162,2,10,221,415,29,31,6,10,3157
2301003,5,5,2357,38,0,0,307,84,7,3,2,1,2804
2301004,4,26,828,104,7,4,181,339,15,38,7,7,1556
2301005,5,6,873,270,1,0,289,135,7,48,1,0,1630
2301006,4,15,1202,235,0,0,266,408,10,87,0,1,2224
2301007,5,10,2076,30,0,0,704,127,6,0,0,0,2953
2301008,4,125,1449,72,0,0,395,188,0,65,0,3,2297
2301009,5,24,1471,190,0,0,972,214,8,9,2,11,2901
2301010,4,3,1149,75,0,0,276,181,1,13,0,1,1699
2301012,5,2,2467,5,2,2,269,200,7,3,0,2,2959
2301013,4,33,1474,61,1,10,362,147,9,24,3,6,2130
2301014,6,5,2357,18,0,0,491,56,3,71,0,1,3002
2301015,4,121,1801,3,0,1,357,31,9,20,0,1,2344
2301016,5,1,1931,38,0,0,665,68,0,207,0,1,2911
2301017,4,4,1401,0,0,0,626,12,3,0,0,0,2046
2301018,5,91,1258,54,0,2,704,404,2,15,0,2,2532
2301019,5,44,2413,5,0,1,106,50,7,343,1,1,2971
2301020,4,33,1958,9,0,0,235,33,4,104,0,0,2376
2301021,4,7,352,228,0,0,1706,18,0,4,0,13,2328
2301022,4,1,2082,113,0,0,61,84,14,24,0,0,2379
2301023,4,9,1929,130,0,10,202,34,5,2,3,3,2327
2301024,4,1,542,0,0,0,924,14,2,2,0,2,1487
2301025,4,36,1646,15,1,5,392,158,11,2,2,2,2270
2301026,4,23,2091,83,0,3,89,67,3,2,0,0,2361
2301027,4,21,1648,43,0,0,207,204,14,49,0,7,2193
2301028,4,13,1578,71,0,0,187,214,4,129,0,3,2199
2301029,5,26,553,118,0,0,505,475,2,9,0,0,1688
2301030,4,5,525,182,0,0,1606,23,1,5,2,7,2356
2301031,3,1,1318,14,0,5,151,242,2,3,0,1,1737
2301032,4,125,1719,16,0,0,359,47,15,20,0,2,2303
2301033,3,8,1132,11,0,0,378,29,5,24,1,3,1591
2301034,3,3,544,12,0,0,752,2,1,98,1,12,1425
2301035,3,2,1056,92,0,1,147,310,2,71,1,0,1682
2301041,3,58,1374,15,0,0,226,29,17,1,1,1,1722
2301042,3,5,783,458,0,0,195,125,14,3,0,1,1584
2301235,4,0,248,37,0,0,1826,8,2,4,5,9,2139
2301236,5,30,1347,144,9,9,195,301,22,17,10,7,2091
2301239,3,1,1280,101,0,0,310,38,1,55,0,0,1786
2302098,2,30,686,66,0,0,228,162,0,17,0,0,1189
2302099,2,0,656,514,0,0,22,5,0,0,0,2,1199
2302100,2,61,605,271,0,0,53,122,2,60,0,0,1174
2302101,3,100,1142,6,0,11,257,160,4,102,1,0,1783
2302102,3,13,621,104,0,0,207,102,1,4,0,1,1053
2302103,3,4,578,47,0,0,762,272,0,123,0,1,1787
2302104,4,3,2119,54,9,3,27,129,24,1,3,3,2375
2302105,3,3,1152,13,0,12,87,506,2,0,1,0,1776
2302106,3,0,58,4,0,0,5,0,0,0,0,0,67
2302108,3,2,1625,2,0,2,6,133,3,2,0,0,1775
2302110,3,10,1128,31,0,1,495,92,1,0,2,0,1760
2302238,2,1,379,233,0,0,458,55,0,1,0,0,1127
2303046,3,15,588,26,0,0,363,678,2,10,0,2,1684
2303047,4,1,736,8,0,0,519,52,5,12,2,0,1335
2303048,2,0,102,4,0,0,208,858,2,1,0,0,1175
2303049,3,3,593,57,0,0,502,40,6,7,0,4,1212
2303050,3,4,1445,39,0,2,196,99,6,0,0,0,1791
2303051,4,5,360,34,0,3,489,1342,11,8,1,1,2254
2303052,2,0,738,46,0,0,52,226,2,112,0,1,1177
2303053,2,2,374,19,0,2,106,687,0,0,0,0,1190
2303054,2,2,472,4,0,0,232,472,1,4,0,0,1187
2303055,3,0,645,9,0,0,228,857,3,16,0,1,1759
2303056,2,1,1011,12,1,0,63,101,0,3,1,0,1193
2303057,2,9,986,20,2,0,107,37,2,1,2,3,1169
2303058,3,11,759,4,0,0,311,685,6,0,0,1,1777
2303237,2,2,199,12,0,1,61,841,1,21,0,0,1138
2304059,4,1,1348,10,0,0,150,847,1,2,0,0,2359
2304060,3,17,424,0,0,0,183,1168,0,0,0,0,1792
2304061,2,20,478,11,0,0,17,668,1,0,1,0,1196
2304062,2,0,524,100,0,0,598,0,0,0,0,0,1222
2304063,3,1,991,116,0,0,81,0,6,0,0,0,1195
2304064,2,0,550,52,0,0,559,0,0,0,0,12,1173
2304066,2,0,518,13,0,0,416,245,0,2,0,0,1194
2304067,2,0,435,12,0,0,425,217,0,3,5,0,1097
2304069,3,0,722,88,0,0,77,911,0,0,0,0,1798
2304070,2,0,541,150,0,0,81,374,8,0,0,0,1154
2304071,2,6,380,106,0,0,394,291,0,1,0,0,1178
2305111,3,0,1524,127,1,0,75,18,9,13,0,2,1769
2305113,3,20,866,178,0,0,101,585,1,3,0,0,1754
2305114,4,0,1000,43,0,0,51,1109,75,110,0,0,2388
2305115,3,15,862,382,0,0,371,114,4,26,0,2,1776
2305116,3,0,694,2,0,0,0,694,1,0,0,0,1391
2305117,2,0,328,37,0,0,4,808,5,0,0,1,1183
2305118,2,12,362,80,0,0,85,34,1,4,0,2,580
2305119,2,122,790,32,0,0,151,84,1,2,0,1,1183
2305126,2,29,677,14,0,0,73,403,0,0,0,0,1196
2305129,2,49,363,0,0,0,234,422,0,1,0,0,1069
2305131,3,0,1039,0,0,0,1,5,1,0,0,0,1046
2305133,2,1,564,2,0,0,157,160,3,4,0,2,893
2306072,3,12,1005,403,0,0,40,252,3,5,0,5,1725
2306074,3,2,1065,3,0,0,705,9,7,2,0,2,1795
2306076,3,274,423,3,0,2,1071,15,3,4,0,3,1798
2306077,2,6,519,382,0,0,117,105,2,4,0,0,1135
2306078,3,0,395,0,0,0,1194,186,0,7,0,7,1789
2306079,2,0,786,1,0,1,349,37,0,2,0,2,1178
2306080,3,0,1125,348,0,0,297,2,1,0,0,0,1773
2306083,2,14,184,1,0,0,971,11,0,4,0,3,1188
2306084,4,14,748,9,0,1,1064,553,1,2,0,1,2393
2306085,2,0,388,4,0,0,998,4,2,0,0,0,1396
2306086,3,1,1304,3,1,0,327,156,2,1,0,0,1795
2306087,2,45,44,1,0,0,506,0,1,1,0,1,599
2306088,2,0,322,0,0,0,865,0,2,1,0,1,1191
2306089,2,7,1025,18,0,0,111,21,1,0,0,0,1183
2306090,2,0,607,37,1,1,387,71,2,50,0,0,1156
2306091,2,5,771,5,1,0,374,22,12,1,0,3,1194
2306094,2,0,339,822,0,0,0,26,0,0,0,0,1187
2306097,2,3,549,32,0,1,423,188,2,0,0,1,1199
2307137,4,1,1369,204,1,3,424,341,10,2,0,0,2355
2307138,3,1,886,180,0,4,235,286,15,140,1,1,1749
2307139,2,0,494,181,0,1,242,130,3,140,0,1,1192
2307140,3,0,733,270,0,2,214,414,0,3,0,0,1636
2307141,3,0,857,341,0,3,163,253,1,138,2,0,1758
2307142,3,0,1041,263,0,4,0,215,7,92,2,2,1626
2307143,3,1,1368,136,0,1,0,231,6,14,6,1,1764
2307144,2,0,812,127,0,0,0,250,3,1,0,0,1193
2307145,5,1,1879,230,2,5,25,439,26,14,4,4,2629
2307146,3,1,1257,185,0,0,42,116,22,38,1,29,1691
2307147,2,0,1087,48,0,2,2,34,1,6,1,1,1182
2307148,3,7,882,24,0,3,16,95,21,0,0,2,1050
2307149,3,0,945,68,0,4,175,541,0,0,0,0,1733
2307150,3,2,1245,285,0,0,10,135,4,0,0,0,1681
2307151,3,0,1370,92,0,0,0,121,5,1,0,1,1590
2307152,3,0,872,235,0,0,23,113,4,5,0,1,1253
2307153,4,0,1528,344,0,6,177,261,8,7,0,4,2335
2307154,2,0,717,72,0,1,88,222,2,5,0,0,1107
2307155,5,1,974,145,0,6,7,160,7,1,3,0,1304
2307156,2,1,733,134,0,0,4,42,2,1,0,1,918
2307157,2,0,368,78,1,0,1,43,1,0,0,0,492
2307158,2,3,669,204,0,0,32,236,14,33,0,0,1191
2307159,2,1,655,166,0,1,30,323,5,1,0,1,1183
2307160,3,0,1349,134,0,0,14,230,16,5,0,1,1749
2307161,3,0,1029,40,0,1,56,52,7,64,0,0,1249
2307162,2,2,927,188,0,0,25,33,3,0,0,1,1179
2307163,2,0,793,3,1,1,0,58,2,1,2,0,861
2307164,2,0,726,171,1,1,0,163,0,0,0,0,1062
2307165,3,0,871,480,0,0,71,336,0,34,0,0,1792
2307166,2,0,676,172,0,0,0,343,0,0,0,0,1191
2307167,2,0,640,306,0,0,26,218,2,0,1,0,1193
2307168,2,0,774,130,0,3,30,248,6,2,0,2,1195
2307169,3,0,1378,145,1,2,23,212,7,4,1,4,1777
2307170,3,0,1365,31,0,0,0,307,1,0,0,1,1705
2307171,3,0,1546,72,0,0,12,142,7,11,0,2,1792
2307172,2,0,853,183,0,1,0,146,9,0,2,2,1196
2307173,2,0,788,185,0,0,12,128,4,68,0,1,1186
2307174,2,0,1034,82,0,0,0,42,3,30,0,0,1191
2307175,2,0,585,195,0,0,32,314,0,42,0,0,1168
2307176,2,0,718,199,0,0,7,254,2,5,0,0,1185
2307177,2,2,513,250,0,0,244,7,3,167,0,0,1186
2308209,3,9,968,234,0,1,18,59,2,1,0,0,1292
2308211,3,1,1436,236,0,0,88,4,0,0,0,3,1768
2308212,3,32,1190,420,3,0,140,0,0,4,4,2,1795
2308213,3,0,925,219,0,0,69,0,1,0,0,0,1214
2308215,5,0,2095,178,0,2,73,88,6,0,1,0,2443
2308216,2,2,788,242,2,0,151,1,2,2,1,0,1191
2308218,2,0,773,132,0,0,1,3,0,0,0,0,909
2308223,3,7,1085,618,0,1,51,10,5,0,3,4,1784
2308224,2,10,612,540,0,0,5,1,1,0,3,0,1172
2308225,3,4,1231,507,0,0,40,4,3,0,1,0,1790
2308227,3,0,1294,500,0,0,2,1,2,0,0,0,1799
2308228,3,9,1128,472,0,1,3,47,3,1,0,0,1664
2308229,3,1,1045,500,0,0,32,3,12,11,0,0,1604
2308232,2,3,639,151,1,2,249,24,1,1,3,1,1075
2309178,3,0,474,33,1,1,225,494,3,1,1,2,1235
2309179,4,2,1164,384,0,0,722,108,4,5,0,0,2389
2309180,3,0,1201,464,0,0,76,47,2,0,0,1,1791
2309181,2,7,332,439,0,2,251,151,0,2,2,2,1188
2309182,4,19,1021,273,0,0,294,740,8,3,0,3,2361
2309183,3,0,587,53,0,2,140,998,2,0,0,0,1782
2309184,4,183,1328,104,0,2,521,241,9,0,0,2,2390
2309189,1,0,470,0,0,0,100,30,0,0,0,0,600
2309190,4,1,1497,744,0,0,120,32,3,1,1,0,2399
2309193,3,2,505,21,0,0,1205,3,6,0,0,3,1745
2309194,3,54,854,176,0,0,385,293,2,1,0,1,1766
2309195,3,0,1186,0,4,8,0,588,3,0,0,0,1789
2310196,3,43,1108,301,0,0,140,108,17,4,4,5,1730
2310197,4,58,1279,311,0,0,408,253,12,3,0,2,2326
2310198,3,6,962,169,0,0,245,173,4,0,0,3,1562
2310199,3,0,1125,161,0,0,234,265,4,1,0,5,1795
2310200,2,11,815,185,0,0,109,59,2,0,0,0,1181
2310201,3,22,431,234,0,0,336,130,3,1,1,0,1158
2310202,2,0,431,224,0,0,108,140,3,0,0,0,906
2310203,2,20,456,346,16,0,73,68,56,0,1,0,1036
2310204,4,1,1587,541,0,0,122,125,4,2,0,3,2385
2310205,2,92,390,82,0,0,217,410,5,2,0,0,1198
2310206,2,1,807,235,0,0,126,11,1,0,0,0,1181
2310207,3,3,547,945,0,0,232,28,0,8,0,0,1763
2310208,2,0,351,37,0,0,130,6,4,2,0,0,530
2310240,3,4,785,0,0,0,308,14,1,1,0,0,1113
1701001,3,1,1155,47,0,0,25,0,3,0,0,0,1231
1701002,3,2,642,79,0,0,17,11,0,0,0,0,751
1701003,3,0,375,3,0,0,11,2,2,0,0,2,395
1701004,2,0,404,5,2,0,6,3,4,0,0,0,424
1701005,2,0,514,9,0,0,13,2,1,0,0,1,540
1701006,2,1,318,48,1,1,3,2,0,0,3,2,379
1701007,2,1,693,14,0,0,17,18,7,0,1,0,751
1701008,5,14,1235,171,2,0,78,431,11,2,0,4,1948
1701009,3,7,571,48,3,2,60,193,5,2,1,1,893
1701010,4,4,1546,125,2,2,72,171,9,1,0,5,1937
1701011,5,12,1726,284,3,7,94,422,16,2,4,4,2574
1701012,3,11,1067,259,1,4,53,306,10,1,1,6,1719
1701013,5,19,1175,219,4,11,76,464,17,0,3,3,1991
1701014,4,5,1085,231,3,3,61,132,8,0,4,5,1537
1701015,3,3,1132,155,1,2,107,216,12,5,3,2,1638
1701016,5,8,861,203,0,5,63,696,11,1,4,2,1854
1701017,1,0,188,10,0,0,4,2,0,0,0,0,204
1701019,5,9,1143,186,1,8,83,361,20,9,4,3,1827
1701020,2,2,547,40,0,0,20,41,4,1,0,1,656
1701022,1,0,364,91,0,0,38,4,2,1,0,0,500
1701023,2,1,153,0,0,0,2,1,0,0,1,0,158
1701283,3,7,605,13,0,1,18,41,4,1,0,10,700
1701284,4,3,1115,93,1,4,61,113,3,0,3,6,1402
1701285,3,2,634,90,1,1,43,107,7,0,0,3,888
