PC_number,PS_total_final,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
1404139,4,4,7,52,0,0,8,424,1,1,0,3,500
1404140,3,9,8,12,0,0,0,242,1,1,0,2,275
1404141,2,22,7,20,0,0,2,223,0,0,0,0,274
1404142,2,13,17,31,1,1,3,328,0,0,0,1,395
1404143,3,16,59,99,0,2,3,1012,0,3,0,0,1194
1404144,3,5,59,18,0,3,3,1077,1,0,0,2,1168
1404145,3,5,10,21,0,1,2,845,0,0,0,0,884
1404146,3,46,240,108,0,0,7,810,0,5,0,0,1216
1404181,2,11,47,19,0,0,0,758,0,0,0,0,835
1404182,1,7,10,5,0,0,1,174,0,0,0,0,197
1405067,3,73,29,0,0,0,35,145,0,0,1,5,288
1405068,2,127,0,0,0,0,47,1026,0,0,0,0,1200
1405069,1,2,2,11,0,0,1,97,0,0,0,0,113
1405070,2,0,0,224,0,0,0,69,0,0,0,0,293
1405071,1,0,1,0,0,0,1,298,0,0,0,0,300
1405072,3,127,49,0,0,0,30,767,0,0,1,1,975
1405073,3,46,72,575,0,4,172,653,0,3,5,0,1530
1405074,3,1,4,1,0,0,1,63,0,0,0,0,70
1405075,3,88,44,11,0,2,155,887,1,0,2,0,1190
1405076,3,27,8,5,0,2,5,345,0,0,0,0,392
1405077,4,2,4,9,0,0,205,600,0,1,2,0,823
1405078,4,62,11,3,0,0,6,358,0,1,1,0,442
1406113,2,1,51,71,0,1,0,451,0,0,1,0,576
1406114,2,10,200,11,0,3,3,625,0,1,3,0,856
1406115,2,1,4,159,0,0,0,249,0,0,0,0,413
1406116,2,2,7,2,0,3,0,250,1,0,0,0,265
1406117,2,9,12,21,0,1,2,214,1,0,2,3,265
1406118,2,4,10,13,0,0,0,177,0,0,0,0,204
1406119,2,1,6,1,0,0,0,53,0,0,0,0,61
1406120,2,16,14,30,0,0,3,262,0,0,0,1,326
1406121,2,12,5,64,0,0,0,68,0,0,1,0,150
1406122,2,20,7,176,0,5,0,359,0,1,0,0,568
1406123,3,5,63,20,0,2,2,705,1,0,1,1,800
1406124,3,4,7,10,0,1,1,375,0,0,0,0,398
1406125,2,7,10,14,1,0,3,119,0,0,0,0,154
1406126,2,8,7,12,0,1,0,300,0,0,0,1,329
1407064,7,8,9,25,0,0,2,122,1,0,0,0,167
1407065,5,10,9,260,0,2,431,189,0,16,0,1,918
1407066,3,4,14,19,0,1,24,875,0,0,0,1,938
1407166,3,28,23,32,0,3,6,156,0,0,0,0,248
1407167,3,9,19,3,0,0,8,83,1,0,0,0,123
1408048,3,448,8,416,0,3,385,482,0,0,0,0,1742
1408049,1,2,5,3,0,0,3,156,0,4,5,0,178
1408050,2,33,10,115,0,0,34,642,0,1,0,0,835
1408051,4,1,48,545,0,4,1,571,1,0,0,0,1171
1408053,3,63,28,13,3,2,3,587,1,2,2,0,704
1408054,2,0,1,3,0,0,1,230,0,0,0,0,235
1408055,1,0,0,21,0,0,0,0,0,0,0,0,21
1408056,2,15,41,445,0,0,17,123,0,9,0,5,655
1408165,6,26,10,43,0,0,4,579,0,0,1,0,663
1408184,2,2,11,4,0,1,1,186,1,0,0,0,206
1409057,4,8,3,73,0,0,1,817,0,0,1,0,903
1409058,2,49,5,14,0,0,1,180,0,1,0,0,250
1409059,3,42,7,15,0,0,0,243,0,0,1,0,308
1409060,3,42,9,8,1,2,3,214,1,0,0,0,280
1409061,3,16,13,12,0,0,1,287,0,0,0,0,329
1409062,3,17,2,11,0,0,2,130,0,0,0,0,162
1409063,2,33,15,6,0,0,5,279,0,0,1,0,339
1410105,3,16,4,16,0,2,9,395,0,0,1,0,443
1410106,1,0,1,0,0,0,0,15,0,0,0,0,16
1410107,2,10,7,12,1,0,2,114,1,4,0,0,151
1410108,3,7,11,7,4,1,3,208,1,2,0,0,244
1410109,4,7,3,0,0,0,3,153,0,0,1,1,168
1410110,2,1,0,0,0,0,2,62,0,0,0,2,67
1410111,2,6,2,2,0,0,0,139,0,1,0,1,151
1410112,2,7,12,1,0,0,75,647,1,0,0,1,744
1411127,1,1,6,9,0,0,1,75,0,0,0,0,92
1411128,2,0,0,0,0,0,0,0,0,0,0,0,0
1411129,1,2,9,6,0,0,2,144,0,0,0,0,163
1411130,2,0,7,11,0,0,1,29,0,0,0,0,48
1411131,2,7,15,41,0,0,0,115,0,2,0,0,180
1411132,3,6,4,11,0,0,0,26,0,0,0,0,47
1411168,2,0,6,2,0,0,0,123,0,0,0,0,131
1411169,2,0,1,2,0,0,0,254,0,0,0,0,257
1411170,2,2,6,9,0,0,0,181,0,0,0,0,198
1411171,2,5,9,13,0,0,2,43,1,1,2,0,76
1411172,1,3,1,9,0,0,1,112,0,0,1,1,128
1411173,1,2,5,33,0,3,0,125,0,0,0,0,168
1412155,3,7,6,25,0,0,6,345,0,0,0,1,390
1412156,3,14,29,30,0,0,1,518,3,0,0,1,596
1412157,1,5,5,14,0,0,1,87,0,0,0,0,112
1412158,2,8,2,31,0,0,0,472,0,0,0,0,513
1412159,1,9,5,10,0,0,0,239,0,0,0,1,264
1412160,1,1,1,22,0,0,2,215,0,0,0,0,241
1413097,4,608,88,82,0,1,156,1201,4,0,2,2,2144
1413098,5,290,11,12,0,0,1,92,1,1,0,0,408
1413099,5,1443,36,64,0,0,22,417,2,0,1,4,1989
1413100,5,2593,91,135,0,0,9,154,0,1,2,0,2985
1413101,5,916,112,102,0,4,26,429,0,2,1,0,1592
1413102,4,1706,17,136,2,1,6,508,1,2,7,1,2387
1413103,2,518,9,28,0,2,5,165,0,0,0,0,727
1413104,5,607,59,44,0,2,5,373,3,0,0,0,1093
1413185,2,623,12,11,0,1,23,174,0,1,0,1,846
1413186,3,194,19,19,0,0,11,99,0,0,0,0,342
1501001,5,50,136,69,2,3,56,1268,1,2,1,8,1596
1501002,5,25,176,206,3,5,53,1605,3,4,2,3,2085
1501003,8,43,171,149,1,8,59,1584,3,5,1,3,2027
1501004,8,81,144,224,7,13,245,2468,24,16,10,4,3236
1501005,5,17,142,115,1,3,47,946,1,4,1,9,1286
1501006,7,11,105,84,3,166,35,1282,1,3,0,8,1698
1501007,4,40,81,37,2,1,68,1081,0,2,1,2,1315
1501008,4,19,115,89,0,4,40,1035,5,3,1,2,1313
1501009,6,31,179,71,0,1,63,1257,2,6,2,2,1614
1501010,6,51,104,114,1,6,73,1114,1,2,3,3,1472
1502043,4,59,151,152,5,7,47,1382,9,2,1,6,1821
1502046,4,9,339,68,0,1,6,593,1,3,2,1,1023
1502048,4,4,305,372,7,2,48,1346,3,9,6,3,2105
1502049,4,3,72,52,0,2,2,190,0,0,0,0,321
1503011,3,15,91,274,3,6,39,581,6,7,5,1,1028
1503012,4,15,115,92,7,3,45,748,2,3,8,9,1047
1503013,3,12,20,112,0,4,32,552,0,0,0,1,733
1503016,4,12,62,201,4,11,33,512,6,3,5,1,850
1504031,4,67,439,161,0,7,101,1231,1,0,2,0,2009
1504032,3,30,115,141,1,5,170,984,0,2,3,3,1454
1504033,3,17,18,62,1,1,32,321,1,0,2,2,457
1504034,3,92,211,86,1,3,300,1042,0,0,0,5,1740
1504035,3,47,53,45,0,1,38,1302,0,1,1,14,1502
1504037,4,250,213,70,1,3,325,985,1,2,2,0,1852
1505038,7,34,171,52,2,2,54,1004,0,4,2,6,1331
1505039,4,19,89,13,0,5,18,884,1,3,0,0,1032
1505040,4,52,178,92,0,4,66,1188,1,4,2,0,1587
1505041,4,5,109,63,0,4,26,843,1,2,1,1,1055
1506063,5,18,50,93,1,4,23,760,2,1,0,0,952
1506064,5,73,46,146,0,2,18,753,3,0,2,1,1044
1506065,6,284,46,44,3,9,136,1054,2,1,6,1,1586
1506066,5,315,75,162,3,1,50,910,5,2,150,4,1677
1506067,5,40,47,24,0,3,9,268,1,3,1,3,399
1506120,3,1057,27,18,0,0,16,667,7,0,0,4,1796
1507018,3,13,149,143,0,2,14,560,1,0,0,2,884
1507019,3,135,70,89,0,0,49,600,1,2,0,14,960
1507020,3,29,194,555,1,5,84,596,3,1,4,4,1476
1507021,3,18,12,49,1,3,9,249,1,0,0,0,342
1507022,3,14,252,412,1,4,15,684,1,0,1,0,1384
1507023,3,11,49,65,1,1,23,474,2,0,1,1,628
1507024,3,12,139,64,0,6,30,954,0,2,4,0,1211
1507025,3,97,81,234,14,21,37,270,11,49,32,14,860
1507026,3,68,172,576,1,0,7,765,1,0,0,144,1734
1507027,3,4,23,97,0,0,9,245,2,0,1,0,381
1507028,3,0,283,246,0,0,17,25,0,0,0,0,571
1507029,3,16,44,57,0,2,8,253,0,0,0,4,384
1507030,4,13,586,268,2,8,212,998,4,3,3,5,2102
1508056,3,26,119,98,0,0,25,392,1,0,0,1,662
1508057,2,4,4,6,0,0,2,26,0,0,0,0,42
1508058,3,18,102,138,0,0,5,298,1,0,0,0,562
1508059,3,23,44,110,0,0,86,454,0,0,0,2,719
1508060,3,3,14,16,0,0,9,100,0,1,0,0,143
1508061,3,7,37,32,0,0,16,218,0,2,0,0,312
1508062,4,52,25,85,0,0,36,205,1,0,0,1,405
1509089,3,19,246,295,3,1,62,796,4,1,0,1,1428
1509090,3,4,344,91,2,2,105,1015,0,0,0,2,1565
1509091,5,8,268,52,0,6,97,2232,4,1,2,2,2672
1509092,3,2,25,12,0,2,90,750,1,0,0,1,883
1509093,4,29,400,111,0,5,162,690,0,1,4,1,1403
1509094,5,1,86,53,1,2,29,1056,0,1,0,1,1230
1509095,3,9,27,26,0,0,215,572,0,1,1,3,854
1510096,4,34,78,126,1,5,62,1463,4,2,4,2,1781
1510097,4,50,65,109,0,0,24,1013,0,2,0,0,1263
1510098,3,23,75,64,0,0,32,621,0,7,0,2,824
1510099,3,8,39,102,0,1,3,1102,0,2,2,2,1261
1510100,3,7,61,18,0,0,8,490,0,0,0,4,588
1510101,2,2,17,2,0,0,2,526,0,0,0,0,549
1510102,2,8,62,44,0,0,18,814,3,0,0,5,954
1510103,5,17,31,74,0,5,89,1775,0,12,1,4,2008
1510121,3,6,52,89,0,0,3,196,0,0,1,0,347
1510122,3,2,14,6,0,0,4,375,162,1,0,2,566
1511117,4,10,62,61,0,0,50,640,0,1,0,2,826
1511118,5,51,6,58,0,0,6,132,0,0,0,0,253
1511119,4,95,289,294,0,0,200,1518,0,0,1,1,2398
1512050,5,2,4,7,0,0,12,98,0,8,0,1,132
1512054,1,0,2,562,0,1,0,0,2,0,2,0,569
1513070,4,6,53,146,0,0,10,592,1,2,0,8,818
1513071,4,8,15,46,0,0,11,288,0,0,1,17,386
1513073,4,1,26,15,0,0,12,166,2,0,0,0,222
1514083,3,12,91,55,0,0,256,528,2,1,0,1,946
1514084,5,5,142,31,0,1,214,587,0,0,1,1,982
1514085,5,5,302,27,0,0,190,664,2,0,0,0,1190
1514086,4,10,234,29,0,0,349,834,0,2,0,1,1459
1514087,4,8,92,52,0,0,214,585,0,1,0,1,953
1514088,4,7,118,51,0,2,214,357,0,3,0,0,752
1515104,4,205,337,686,1,10,52,1017,1,0,4,6,2319
1515105,5,34,445,300,1,4,1117,1032,0,1,1,7,2942
1515106,4,58,297,531,0,0,128,1324,4,1,1,1,2345
1515107,4,32,539,344,0,2,130,1315,2,0,1,2,2367
1515108,4,18,1519,248,0,1,180,276,91,0,1,0,2334
3001001,4,99,24,112,0,10,24,62,1,11,7,2,352
3001002,2,14,110,138,0,0,30,329,4,68,0,4,697
3001003,5,5,354,199,2,7,16,644,14,59,8,8,1316
3001004,5,32,176,269,6,5,40,630,7,177,6,44,1392
3001005,6,70,294,408,11,6,65,1306,15,273,4,8,2460
3001006,4,4,20,34,0,0,15,67,0,136,0,1,277
3001007,5,47,484,249,0,0,37,429,5,186,0,5,1442
3001008,4,7,1111,175,4,2,24,406,7,39,6,5,1786
3001010,7,51,827,295,3,7,46,869,13,172,2,3,2288
3001011,7,35,1447,296,1,11,19,569,20,152,6,9,2565
3001012,4,48,603,277,2,12,36,671,7,200,8,7,1871
3001013,9,75,241,410,8,7,54,1401,11,235,8,16,2466
3001014,5,0,219,143,5,0,7,520,3,47,0,1,945
3001015,7,28,460,288,7,11,58,812,14,233,7,14,1932
3001016,6,146,183,435,4,23,43,1317,9,268,6,17,2451
3001017,4,20,98,171,2,10,38,521,11,549,6,5,1431
3001018,4,1,109,67,1,1,0,45,1,117,1,0,343
3001019,4,2,68,245,5,4,23,137,3,7,7,1,502
3001020,4,2,163,491,0,2,5,257,4,105,2,3,1034
3001021,5,6,30,487,2,1,11,171,5,86,1,5,805
3001022,6,68,518,360,8,11,51,639,23,340,12,22,2052
3001024,4,23,125,113,1,0,79,180,9,279,0,6,815
3001025,4,48,64,66,4,10,98,136,9,236,10,8,689
3001026,4,18,24,44,4,4,16,48,3,299,9,5,474
3001027,4,40,44,92,0,0,33,90,4,283,1,4,591
3001028,4,23,47,100,0,3,8,32,7,240,9,20,489
3001029,4,57,30,114,0,4,16,25,1,337,5,2,591
3001030,6,31,86,269,0,0,18,238,15,78,2,10,747
3001031,7,25,511,176,6,18,25,281,9,75,15,10,1151
3001033,4,0,76,171,0,1,1,300,1,17,0,0,567
3002062,6,73,37,358,0,9,13,218,5,61,5,3,782
3002065,4,195,36,150,3,3,7,289,3,34,3,1,724
3002066,4,67,104,85,0,2,8,117,1,17,6,0,407
3002067,7,16,62,112,1,4,4,246,0,7,0,0,452
3002068,4,5,8,25,0,6,12,18,0,47,2,1,124
3002069,4,41,124,150,0,0,9,135,2,33,1,3,498
3002070,4,38,98,170,1,4,55,369,9,41,9,4,798
3002071,4,31,48,72,0,6,25,264,3,55,2,2,508
3002078,8,89,56,90,5,8,44,325,6,27,9,10,669
3002079,4,22,297,64,3,2,29,47,3,9,1,1,478
3002080,4,220,13,22,0,0,3,194,1,4,0,0,457
3002081,4,50,12,41,0,1,19,76,0,5,5,2,211
3002084,4,69,17,71,0,0,10,153,2,90,0,2,414
3002223,3,30,21,102,4,2,53,102,8,79,8,1,410
3002224,3,20,21,34,2,3,77,111,2,19,7,3,299
3003089,3,7,14,58,2,1,7,72,2,150,7,3,323
3003090,4,10,11,118,0,2,13,39,6,12,0,2,213
3003091,4,29,12,52,2,1,8,75,2,13,5,5,204
3003092,4,11,13,232,1,9,12,118,4,16,8,1,425
3003093,4,56,67,129,0,1,19,193,4,331,0,4,804
3003094,4,9,113,206,1,11,25,233,2,260,1,5,866
3003095,4,19,7,21,1,1,3,56,4,113,3,0,228
3003096,4,6,8,15,0,2,5,60,3,25,4,1,129
3003097,3,11,18,261,0,3,21,88,7,18,3,6,436
3003098,4,27,19,275,1,4,14,155,10,11,7,2,525
3003099,4,9,15,174,0,0,6,114,4,22,3,1,348
3003100,4,43,11,63,0,2,5,114,3,87,2,0,330
3003101,3,33,24,135,1,0,10,295,5,89,0,3,595
3003102,3,4,16,78,1,0,3,32,1,45,3,4,187
3003103,4,47,43,83,4,5,10,86,1,322,4,2,607
3003104,4,20,16,72,0,3,24,73,4,121,5,1,339
3003105,4,5,16,30,0,0,7,15,3,177,0,0,253
3003106,4,8,16,42,0,1,10,56,4,137,0,1,275
3003107,4,13,15,40,1,1,7,20,2,77,4,1,181
3003108,4,22,8,32,0,2,5,28,1,67,1,0,166
3004034,5,12,22,279,0,7,12,36,1,396,12,2,779
3004035,7,61,466,260,4,10,29,476,9,264,5,7,1591
3004036,6,6,930,628,5,12,3,428,19,38,7,14,2090
3004038,5,42,295,301,4,5,12,304,6,454,9,5,1437
3004039,4,0,168,139,1,1,5,311,1,25,1,3,655
3004040,4,0,77,49,0,2,0,56,0,11,0,0,195
3004041,5,55,141,421,4,6,16,300,7,318,15,6,1289
3004043,4,5,8,82,0,1,7,10,2,115,1,2,233
3004049,4,0,0,9,0,0,5,16,0,0,0,0,30
3004051,4,0,11,6,0,0,0,4,0,16,0,0,37
3004052,4,16,30,282,2,5,20,32,6,156,7,2,558
3004053,3,1,7,201,0,3,172,282,0,138,0,0,804
3004054,4,11,173,156,2,2,5,199,2,86,3,1,640
3004055,4,7,89,287,1,5,8,109,1,73,1,2,583
3004056,4,11,28,75,4,2,16,36,9,16,2,5,204
3004057,4,9,72,294,0,1,7,51,6,107,8,2,557
3004058,4,3,14,8,0,1,4,36,0,11,0,0,77
3004059,4,6,2,182,4,1,0,42,0,250,0,0,487
3005211,5,13,1064,37,5,26,36,1032,11,28,0,2,2254
3006109,2,8,172,135,0,0,39,208,4,46,0,3,615
3006110,3,41,133,273,7,13,58,301,12,47,27,8,920
3006111,3,27,76,83,5,8,8,236,5,25,9,1,483
3006112,3,22,33,29,2,6,55,124,6,35,3,1,316
3006113,5,66,29,169,11,7,12,469,7,26,39,3,838
3006114,5,84,80,102,9,11,32,446,11,164,30,7,976
3006115,3,64,37,36,7,20,49,244,8,19,15,6,505
3006116,4,23,197,131,2,1,17,139,6,13,14,3,546
3006117,2,96,77,251,2,12,5,466,3,17,15,3,947
3006118,3,92,225,267,7,20,43,208,10,24,30,8,934
3006119,5,17,56,359,4,14,11,342,5,52,9,5,874
3006120,2,28,48,32,0,0,30,229,10,11,0,3,391
3006121,3,13,28,91,2,4,11,145,10,23,7,5,339
3006123,5,22,98,93,8,20,12,598,14,24,47,25,961
3006124,4,14,38,26,1,9,24,91,8,47,8,6,272
3006125,4,19,51,121,5,5,12,289,6,56,6,7,577
3006126,3,12,26,119,1,2,3,234,3,17,6,5,428
3006225,3,27,44,97,8,19,20,179,14,40,18,8,474
3007192,5,22,25,135,2,8,7,171,2,319,2,1,694
3007196,7,33,304,535,6,35,23,277,9,276,39,3,1540
3007204,6,3,50,55,0,1,4,40,0,31,2,0,186
3008127,5,7,223,413,0,5,15,93,1,124,0,0,881
3008129,5,2,12,56,1,0,6,17,2,18,0,4,118
3008130,5,20,54,160,3,3,6,78,2,61,2,4,393
3008131,4,57,174,294,1,2,4,14,11,93,0,2,652
3008132,5,19,611,359,2,3,16,70,10,88,4,5,1187
3008133,4,1,71,197,0,1,0,10,0,19,0,3,302
3008134,5,21,127,193,1,2,2,114,2,70,6,1,539
3008135,7,10,127,310,2,2,6,87,1,28,1,3,577
3008226,4,9,50,113,0,2,6,71,6,38,5,2,302
3009178,5,44,14,1136,3,0,123,195,1,6,2,0,1524
3009180,6,13,42,265,1,6,9,582,17,247,7,4,1193
3009184,4,31,1,1286,0,0,290,47,0,48,1,1,1705
3009185,5,18,8,209,1,3,2,130,0,1,1,1,374
3009186,5,17,31,302,0,0,14,296,2,29,2,2,695
3009187,5,0,3,18,0,0,0,10,0,2,0,0,33
3009189,7,90,55,1558,9,20,17,1552,5,155,53,10,3524
3010147,4,18,124,309,0,0,15,274,18,33,0,5,796
3010149,4,2,43,71,0,0,8,53,0,5,0,1,183
3010157,5,43,29,339,1,8,21,125,2,20,3,2,593
3010158,4,65,55,510,0,0,0,68,0,39,0,1,738
3011212,3,13,19,32,2,3,12,22,5,25,9,2,144
3011213,3,5,27,12,0,2,9,31,1,11,5,0,103
3011214,3,14,29,386,0,3,8,98,2,62,4,3,609
3011215,3,8,6,147,0,0,3,27,0,6,0,1,198
3011216,3,28,53,57,3,8,29,113,7,33,5,8,344
3011217,3,16,31,63,4,14,14,47,3,27,6,2,227
3011218,3,5,15,6,0,10,7,58,0,10,0,0,111
3011227,3,9,26,41,5,2,21,27,5,13,17,2,168
3014063,3,30,80,147,0,0,44,131,11,65,0,3,511
3014064,3,98,54,406,0,0,54,490,6,56,0,3,1167
3014072,4,40,59,193,5,11,67,541,7,55,6,12,996
3014073,3,42,58,113,3,10,160,95,18,22,25,2,548
3014074,3,47,32,644,0,0,33,661,4,26,0,1,1448
3014075,8,8,12,287,1,3,69,192,1,37,6,0,616
3014076,2,8,34,108,7,4,20,89,4,15,11,3,303
3014077,4,12,62,162,0,0,69,131,5,41,0,5,487
3014082,3,16,13,66,0,0,46,263,1,29,0,1,435
3014083,3,28,22,166,4,7,62,91,4,25,25,5,439
3014085,3,3,0,0,0,0,5,0,0,11,0,0,19
3014086,3,19,27,110,3,3,335,177,12,15,8,15,724
3014087,1,0,4,3,0,0,0,19,1,0,0,1,28
3014088,2,1,2,4,0,0,3,7,0,0,1,0,18
0401001,6,124,577,228,4,6,106,760,5,9,6,4,1829
0401002,2,32,28,13,0,0,9,67,0,1,0,0,150
0401003,3,46,23,23,0,0,19,73,2,4,3,0,193
0401004,3,51,9,6,0,0,12,93,0,2,0,1,174
0401005,3,31,8,2,2,0,13,94,0,1,0,0,151
0401006,1,3,0,0,0,0,6,3,0,1,0,0,13
0401008,4,43,19,38,0,0,18,146,0,2,0,0,266
0401010,2,8,11,4,0,0,7,16,0,0,0,0,46
0401011,5,170,369,158,7,2,79,582,5,11,3,3,1389
0401012,3,87,101,103,2,3,72,530,2,6,2,1,909
0401013,1,4,4,0,0,0,7,17,0,1,0,0,33
0402143,2,253,3,121,18,0,774,2,1,18,0,1,1191
0402144,3,300,149,13,0,0,1085,151,20,80,0,0,1798
0402145,2,47,59,50,81,41,792,4,20,106,0,0,1200
0402146,2,81,130,118,0,0,108,72,2,0,0,0,511
0402147,2,345,111,243,0,0,190,262,0,10,0,0,1161
0402148,2,25,11,13,0,0,24,46,0,0,0,0,119
0402149,2,237,3,10,1,0,735,130,0,72,1,2,1191
0402150,2,54,1,1,7,0,598,0,18,29,10,13,731
0402151,3,20,0,0,65,0,1477,0,29,113,11,81,1796
0402152,2,156,80,20,0,0,41,160,2,2,0,0,461
0402153,2,123,73,9,0,0,6,88,1,1,0,0,301
0402154,2,21,34,34,40,0,410,98,0,50,10,0,697
0402155,3,245,62,70,0,0,1145,201,27,0,0,50,1800
0402157,3,61,11,1,2,2,1054,2,8,14,7,5,1167
0402158,3,155,50,0,60,100,1173,162,0,53,7,40,1800
0402159,2,3,25,75,90,50,797,50,0,100,10,0,1200
0402160,2,125,90,50,0,0,800,100,0,35,0,0,1200
0403014,2,110,25,130,6,0,398,248,13,22,0,0,952
0403015,1,15,22,7,0,0,150,30,0,0,0,0,224
0403016,2,3,280,37,0,0,10,12,6,3,0,2,353
0403017,2,32,17,17,0,4,133,294,0,1,3,8,509
0403019,2,26,71,3,0,0,93,104,0,0,0,0,297
0403020,3,2,760,26,0,1,11,101,5,1,1,1,909
0403021,3,0,913,52,0,2,22,51,2,0,3,1,1046
0403022,2,6,262,8,0,0,79,61,4,0,0,0,420
0403023,1,18,15,5,0,1,13,146,1,1,0,0,200
0403024,2,18,31,14,2,0,9,180,1,1,0,2,258
0404084,2,57,37,161,0,0,224,113,0,1,0,0,593
0404088,2,72,0,391,0,0,539,43,0,0,0,0,1045
0404089,2,27,2,80,0,0,73,14,0,0,0,0,196
0404090,2,68,270,348,0,0,232,278,0,0,0,0,1196
0404097,2,6,22,7,0,0,77,76,0,3,0,0,191
0404104,2,58,73,125,0,0,540,246,62,51,3,28,1186
0404105,2,21,0,384,8,0,520,126,0,15,0,0,1074
0404107,2,43,0,157,0,7,630,162,152,0,0,20,1171
0405108,2,56,0,860,23,9,214,0,1,37,0,0,1200
0405109,1,4,5,10,0,0,3,17,0,3,0,0,42
0405110,2,19,2,311,0,1,7,475,2,10,1,0,828
0405111,1,114,11,102,0,0,24,285,1,2,0,0,539
0405113,1,6,3,4,0,1,13,60,0,0,0,0,87
0405114,6,103,620,130,0,0,154,704,4,3,1,1,1720
0405115,1,0,0,1,0,0,3,13,0,0,0,0,17
0405116,1,6,0,0,0,0,12,2,0,1,0,0,21
0405119,1,0,13,7,0,0,6,1,0,1,0,0,28
0405121,1,0,0,47,0,0,0,0,0,0,0,0,47
0405124,1,11,3,31,0,0,2,39,0,1,0,0,87
0405125,3,105,0,715,18,6,279,128,0,3,0,0,1254
0405126,2,157,0,497,0,0,241,299,0,0,0,0,1194
0405127,2,56,5,800,30,17,214,30,27,10,11,0,1200
0405128,2,0,0,440,7,0,150,2,1,0,0,0,600
0405131,1,1,6,0,0,0,3,31,0,0,0,0,41
0405132,2,3,4,47,1,2,147,237,1,27,1,1,471
0405141,3,78,15,11,9,9,851,520,12,103,6,9,1623
0405142,3,236,14,447,0,0,135,186,0,57,0,5,1080
0406064,3,163,0,861,0,0,611,109,0,0,0,0,1744
0406065,2,83,0,587,0,0,434,68,0,0,0,0,1172
0406066,2,70,100,448,0,0,243,158,0,0,0,0,1019
0406067,2,117,0,555,0,0,266,96,0,0,0,0,1034
0406068,2,0,708,184,0,0,237,63,0,0,0,0,1192
0406069,2,0,381,130,0,0,164,516,0,0,0,0,1191
0406070,3,63,21,0,0,0,891,598,0,1,1,25,1600
0406071,2,90,0,13,42,0,871,5,5,8,0,16,1050
0407025,2,0,575,334,0,0,25,161,1,0,0,1,1097
0407026,2,0,446,398,0,0,0,351,3,0,0,0,1198
0407027,3,2,910,183,0,0,19,101,2,0,4,2,1223
0407028,3,1,1205,185,0,0,110,140,2,0,0,2,1645
0407029,3,0,402,18,2,1,418,146,2,0,1,1,991
0407030,2,0,690,64,0,1,0,64,4,0,0,0,823
0407031,2,1,348,57,1,0,3,72,6,0,1,1,490
0407032,5,7,1613,67,0,0,10,144,7,0,1,1,1850
0407033,2,14,135,9,1,0,840,18,5,1,0,9,1032
0409034,3,0,1114,151,0,0,452,44,6,6,2,2,1777
0409035,2,1,925,156,0,0,16,81,2,1,0,2,1184
0409036,2,0,893,44,0,0,4,136,2,4,0,2,1085
0409037,2,0,763,119,0,0,151,152,2,1,0,2,1190
0409038,2,0,771,251,0,0,44,86,20,4,0,0,1176
0409039,2,2,732,35,0,0,183,16,3,0,0,0,971
0409040,2,1,754,163,0,1,0,58,5,2,3,2,989
0409041,2,0,450,37,0,0,23,65,1,0,0,0,576
0409042,2,1,675,44,0,0,128,14,1,0,0,1,864
0409043,2,0,871,139,0,0,9,148,4,3,0,3,1177
0409044,2,0,881,208,0,1,4,50,2,3,5,2,1156
0409045,3,0,1185,349,0,0,6,202,0,0,0,0,1742
0409046,2,0,395,416,2,0,275,106,3,0,0,0,1197
0409047,2,2,819,132,2,2,1,201,4,2,0,1,1166
0409048,2,0,395,51,0,0,0,60,5,0,0,0,511
0409049,2,0,913,123,1,3,0,134,5,0,1,1,1181
0409050,2,0,691,254,0,0,0,246,9,4,1,0,1205
0409051,2,0,1047,54,0,0,0,91,3,0,0,0,1195
0409052,2,1,735,178,0,1,0,51,2,2,0,0,970
0409053,3,0,839,603,17,4,31,90,19,18,2,7,1630
0409054,2,0,538,211,0,0,6,101,1,0,0,0,857
0409055,2,0,933,153,0,0,0,92,1,0,0,0,1179
0409057,3,1,1499,91,0,0,8,131,3,2,0,0,1735
0409058,2,1,807,204,0,2,32,161,1,1,1,0,1210
0409059,2,0,588,128,0,0,1,31,2,0,0,0,750
0409060,2,1,890,13,2,3,0,3,6,0,2,1,921
0409061,2,1,559,211,0,2,0,203,1,2,1,1,981
0409062,2,0,760,80,0,0,244,88,4,2,0,5,1183
0409063,2,0,755,186,0,0,31,190,1,2,0,0,1165
0701001,12,684,171,334,2,7,277,1562,8,4,3,4,3056
0701002,5,40,44,90,0,9,102,371,1,3,2,0,662
0701003,4,363,49,211,0,2,103,1330,4,8,0,4,2074
0701004,5,265,142,218,1,8,193,1348,1,2,4,2,2184
0701005,5,164,98,155,0,0,67,1029,4,2,1,0,1520
0701006,2,235,69,180,1,1,69,455,2,10,5,1,1028
0701007,3,509,110,64,2,4,115,411,3,5,3,1,1227
0701008,3,403,87,131,1,5,67,476,2,38,5,1,1216
0701009,3,96,39,67,1,3,31,410,0,0,0,0,647
0701010,4,123,10,39,1,0,21,224,1,3,2,0,424
