"lon","lat","ps_male","pc_name","pc_code","province","ps_total","district","ps_female","pc_location","iec_prov_id","map_accuracy","iec_district_id"
70.76716649,34.31744358,2,"Ziarat Mosque",609450,"Nangarhar",2,"Bati Kot",0,"Ghazi Abad",6,"Village",9
70.76914192,34.31579437,0,"Ziarat Mosque Maidan",609451,"Nangarhar",2,"Bati Kot",2,"Ghazi Abad",6,"Village",9
70.27504454,34.19160164,0,"Morkay Primary School",611306,"Nangarhar",3,"Pachir Wagam",3,"Morkay",6,"Village",11
70.60873626,34.70155821,2,"Bamba Kot Mosque",612223,"Nangarhar",3,"Darah-E-Noor",1,"Bama Kot",6,"Village",12
70.62356601,34.71500179,0,"Sotan Maidan",612234,"Nangarhar",2,"Darah-E-Noor",2,"Sotan",6,"Village",12
70.79896798,34.34830071,2,"Malak Suhail Hujra",614490,"Nangarhar",2,"Goshta",0,"Choorkhel",6,"Village",14
70.91388217,34.49427979,2,"Shah Lala Maidan",614496,"Nangarhar",2,"Goshta",0,"Khogakhel",6,"Village",14
70.69135103,34.09332612,0,"Wach Kotyo & Dawlatkhelo Mosque",615356,"Nangarhar",3,"Achin",3,"Koshtal",6,"Village",15
70.69558918,34.08477165,1,"Shaheed Gul Asghar High School",615391,"Nangarhar",2,"Achin",1,"Abdul Khel Bazaar",6,"Village",15
70.7264612,34.17707819,3,"Siya Chob Mosque",616432,"Nangarhar",3,"Shinwar",0,"Siya Chob",6,"Village",16
70.91111111,34.0743,3,"Sholgar School",622418,"Nangarhar",3,"Dur Baba",0,"Sholgar School",6,"Building",22
70.21472418,34.59965585,3,"Haidarkhani Kalkot School",701008,"Laghman",4,"Mehtarlam",1,"Haidar Khan",7,"Building",1
70.26237716,34.72699774,2,"Shaheed Mawlawi Habib Rahman High School",701017,"Laghman",3,"Mehtarlam",1,"Basram",7,"Building",1
70.15109597,34.68716986,1,"Diwa School",701023,"Laghman",2,"Mehtarlam",1,"Diwa",7,"Building",1
70.28814457,34.5321453,3,"Charbagh Boys & Girls High School",702035,"Laghman",5,"Qarghayee",2,"Charbagh",7,"Building",2
70.03448784,34.50706683,4,"Ka Kass School",702045,"Laghman",6,"Qarghayee",2,"Ka Kass",7,"Building",2
70.13672493,34.51863929,2,"Zeranai Village Mosque & Clinic",702127,"Laghman",3,"Qarghayee",1,"Zeranai Village",7,"Building",2
70.36172175,34.8719219,1,"Tondrod School",704063,"Laghman",2,"Alingar",1,"Tondrod",7,"Village",4
70.08184873,34.95474361,2,"Afghan Colony School",705117,"Laghman",3,"Dawlat Shah",1,"Afghan Colony",7,"Building",5
69.60255364,35.23615384,2,"Deh Khwaja Mosque",803047,"Panjshir",3,"Darah",1,"Khwaja Abdullh Khel",8,"Building",3
69.63753418,35.31429497,2,"Malima Boys School",803054,"Panjshir",3,"Darah",1,"Malima",8,"Building",3
69.82032055,35.4893834,2,"Dasht -E-Reut High School",804014,"Panjshir",3,"Hissa-E-Awal Khinj",1,"Dasht-E-Reut",8,"Building",4
69.36163332,35.20661785,1,"Faraj Girls School",805033,"Panjshir",2,"Unaba",1,"Faraj",8,"Building",5
69.27988971,35.20292979,1,"Sagha War Mosque",806085,"Panjshir",2,"Shutul",1,"Sagha War",8,"Building",6
69.28274939,35.20183414,1,"Mara Mosque",806086,"Panjshir",2,"Shutul",1,"Mara",8,"Village",6
70.004375,35.62391111,1,"Nawdang Mosque",807070,"Panjshir",2,"Paryan",1,"Nawdang",8,"Building",7
70.12066242,35.68464421,1,"Chamar Bala Mosque",807081,"Panjshir",2,"Paryan",1,"Chamar Bala",8,"Village",7
69.69813316,35.24685413,1,"Jar A+J1748Li Schoo",808057,"Panjshir",2,"Abshar",1,"Jarali",8,"Village",8
68.70363677,35.94964639,4,"Takia Khana Farahd  Mosque",901005,"Baghlan",6,"Pul-E-Khumri",2,"First Nahia",9,"Building",1
68.66792997,35.97776011,2,"Wazir Abad Village Mosque",901016,"Baghlan",4,"Pul-E-Khumri",2,"Wazir Abad Village",9,"Building",1
68.65063284,35.92591736,3,"Abdul Razaq Shaheed High School",901026,"Baghlan",4,"Pul-E-Khumri",1,"Wardak Ha",9,"Building",1
68.72099558,35.92445546,2,"Karta-E-Etifaq School",901035,"Baghlan",3,"Pul-E-Khumri",1,"First Nahia -House, Opposite To Café Shop Left Of River",9,"Building",1
68.71628097,35.94822566,2,"Haji Abdul Ghafar Mosque",901230,"Baghlan",3,"Pul-E-Khumri",1,"Third Nahia",9,"Building",1
68.484142509,35.946809812,1,"Tent",902092,"Baghlan",2,"Dahana-E-Ghuri",1,"Haji Bashar Village",9,"Building",2
68.78280565,35.59055699,3,"Doshi School",903101,"Baghlan",4,"Dushi",1,"Doshi Near Bid Dara",9,"Building",3
68.79938645,35.82940454,2,"Khan Mohammad Naseri, Open Space",903111,"Baghlan",4,"Dushi",2,"Khan Mohammad Naseri Village",9,"Building",3
69.11777777,36.05944444,2,"Gul Meran Shaheed High School",904138,"Baghlan",3,"Nahreen",1,"Logari Ha Village",9,"Building",4
69.075556,36.08367311,2,"Agari Mosque",904244,"Baghlan",3,"Nahreen",1,"Agri",9,"Building",4
68.80910289,36.28554985,2,"Abuhad Jarkhoshk School",905049,"Baghlan",3,"Baglan-E-Jadeed",1,"Jarkhoshkak",9,"Building",5
68.68456665,36.12250999,2,"Baghlan  Sanhaty Boys High School",905059,"Baghlan",3,"Baglan-E-Jadeed",1,"Shahr Fabrika",9,"Building",5
68.54505851,36.25178672,1,"Qandari Abdullah Jan",905068,"Baghlan",2,"Baglan-E-Jadeed",1,"Zarif Qandari Baisqal Village",9,"Village",5
68.77452104,36.28049239,2,"Hemat Khel Mosque",905236,"Baghlan",4,"Baglan-E-Jadeed",2,"Hemat Khel Village",9,"Village",5
69.04595753,35.60097124,3,"Youch High School",907120,"Baghlan",4,"Andarab",1,"Youch Village",9,"Building",7
69.33108558,35.78028071,2,"Shahshan Big Clinic",908184,"Baghlan",3,"Deh Salah",1,"Eilnag Kalan Shahshan",9,"Building",8
69.25325913,35.86050888,2,"Hamidullah Shaheed High School",909194,"Baghlan",3,"Jalga",1,"Siah Rieg",9,"Building",9
69.01274282,36.3947839,2,"Shor Qudoq Madrassa",910149,"Baghlan",3,"Burka",1,"Shor Qudoq",9,"Building",10
69.1816802,36.2846094,2,"Tangi Murch Girls School",910161,"Baghlan",3,"Burka",1,"Tangi Murch",9,"Building",10
68.29675765,35.48145984,2,"Vado High School",911169,"Baghlan",3,"Tala Wa Barfak",1,"Vado",9,"Building",11
69.51993321,36.10798656,1,"Yakha Primary School",913210,"Baghlan",2,"Khost Wa Firing",1,"Yakha",9,"Building",13
69.48184605,35.88487582,1,"Sechi Secondary School",913255,"Baghlan",2,"Khost Wa Firing",1,"Sechi",9,"Building",13
69.61973766,36.11108262,1,"Haji Mohammad Alam Khan Mosque",915223,"Baghlan",2,"Firing Wa Gharu",1,"Hazara",9,"Building",15
67.90530076,34.70601474,1,"Dakdan School",1001011,"Bamyan",3,"Bamyan",2,"Dakdan-E-Ahangaran",10,"Building",1
68.04652213,34.82765466,1,"Shinia Iraq School",1002022,"Bamyan",2,"Shebar",1,"Shinia Iraq",10,"Building",2
67.67025336,35.1865346,2,"Khudadad Khell Center Boys High School",1003033,"Bamyan",4,"Saighan",2,"Khudadad Khel",10,"Building",3
67.77844459,35.21219666,2,"Pushtawaz Mosque",1003044,"Bamyan",3,"Saighan",1,"Pushtawaz",10,"Building",3
67.71544907,35.0161694,1,"Ghurab Mosque",1003045,"Bamyan",2,"Saighan",1,"Ghurab",10,"Building",3
67.59553536,35.31849887,1,"Beneq School",1004055,"Bamyan",2,"Kahmard",1,"Beneq",10,"Building",4
67.50675646,35.36291221,2,"Aajar School",1004056,"Bamyan",2,"Kahmard",0,"Aajar",10,"Building",4
67.83859751,35.34962217,1,"Bajga School",1004068,"Bamyan",2,"Kahmard",1,"Bajga",10,"Building",4
66.96535089,34.73724629,3,"Naik Madrassa",1005069,"Bamyan",6,"Yakawlang",3,"Nayak",10,"Building",5
67.31114893,34.72815729,1,"Munbar-E-Kalta Toop",1005079,"Bamyan",2,"Yakawlang",1,"Kalta Toup Paas Roya",10,"Building",5
67.2223632,34.67231053,1,"Sheerdosh Madrassa",1005080,"Bamyan",2,"Yakawlang",1,"Sheerdosh",10,"Building",5
66.44328043,35.04726013,2,"Khamya Dasht-E-Sokhta",1005089,"Bamyan",3,"Yakawlang",1,"Zeri Dakhma Jungle, Gahwara Sang",10,"Building",5
67.02192364,34.39197718,2,"Pusht-E-Telegraph Girls School",1006096,"Bamyan",4,"Panjab",2,"Dasht-E-Ghujoor",10,"Building",6
66.64881534,34.47327899,1,"Naw Daraz-E-Kerman Mosque",1006107,"Bamyan",3,"Panjab",2,"Naw Daraz",10,"Building",6
66.61147821,34.4959852,1,"Munbar-E-Altarghaan Kerman",1006118,"Bamyan",2,"Panjab",1,"Qala-E-Qasim Beg",10,"Building",6
66.56074981,34.17910172,1,"Sabzak Mosque",1007129,"Bamyan",2,"Waras",1,"Dahan-E-Sabzak",10,"Building",7
67.28032779,34.21443153,1,"Chob-E-Taman Mosque",1007140,"Bamyan",2,"Waras",1,"Chob Taamaan",10,"Building",7
67.008861864,33.861310754,1,"Awcha Sanginag Legan Mosque",1007152,"Bamyan",2,"Waras",1,"Awcha",10,"Building",7
68.42094577,33.54558527,5,"Mastofiat",1101001,"Ghazni",5,"Ghazni",0,"Markaz Shahar",11,"Building",1
68.40190678,33.56004862,3,"Wali Asar School",1101011,"Ghazni",5,"Ghazni",2,"Khak-E-Ghariban Village",11,"Village",1
68.45874903,33.5864236,4,"General Clinic",1101022,"Ghazni",6,"Ghazni",2,"Rawza Village",11,"Building",1
68.4149682,33.56466026,6,"Sayed Jafar Mosque",1101032,"Ghazni",6,"Ghazni",0,"Qala-E-Rais",11,"Village",1
68.48377723,33.46953127,4,"Urzo Mosque",1101044,"Ghazni",4,"Ghazni",0,"Urzo Village",11,"Village",1
68.33987749,33.58143949,4,"Sayed Alam Village Mosque",1102096,"Ghazni",5,"Wali Mohammad Shahid",1,"Sayed Alam Village",11,"Building",2
68.62364826,33.49386252,2,"Primary School",1105070,"Ghazni",3,"Deh Yak",1,"Sulaiman Beik",11,"District",5
68.02114051,33.57911358,3,"Faqeer Shah Mosque",1106112,"Ghazni",3,"Jaghatu",0,"Gero-E-Faqeer Shah Village",11,"Building",6
68.026929342,33.452615743,1,"Shaki High School",1106122,"Ghazni",3,"Jaghatu",2,"Janan Village, Shaki Region",11,"Building",6
68.28636254,33.29312289,0,"Mazo Sufla Village Mosque",1107223,"Ghazni",3,"Andar",3,"Mazo Sufla Village",11,"Building",7
68.39086763,33.38233334,0,"Yaqoob Village Clinic",1107234,"Ghazni",3,"Andar",3,"Yaqoob Village",11,"Building",7
68.55271447,33.3422879,0,"Changah Sufla Village Mosque",1107244,"Ghazni",2,"Andar",2,"Changah Sufla Village",11,"Building",7
68.60945768,33.68107581,2,"District Mosque",1108072,"Ghazni",3,"Zanakhan",1,"District Compound",11,"Village",8
68.19612038,33.95473387,1,"Kaka Dana Mosque",1110257,"Ghazni",2,"Nawur",1,"Shenia Village",11,"Village",10
67.41880328,33.69514585,1,"Petab Mohammad Yar Mosque",1110268,"Ghazni",2,"Nawur",1,"Sang-E-Almas Village",11,"Village",10
67.43033557,33.97168671,1,"Danhan-E-Naw Village Mosque",1110277,"Ghazni",2,"Nawur",1,"Danhan-E-Naw Talkhak Village",11,"Village",10
67.42349149,34.0642144,3,"Shaibar Village Mosque",1110278,"Ghazni",4,"Nawur",1,"Shaibar Village",11,"Building",10
68.10392751,33.19190769,0,"Abdullah Khaliq Mosque",1111133,"Ghazni",2,"Qara Bagh",2,"Godol Village",11,"Building",11
68.11179461,33.12046617,2,"Nawrooz Khel Village Mosque",1111144,"Ghazni",2,"Qara Bagh",0,"Nawrooz Khel Village",11,"Building",11
68.03910007,33.15083661,0,"Khonyan Village Lower Mosque",1111155,"Ghazni",2,"Qara Bagh",2,"Khonyan Village",11,"Building",11
68.05371939,33.18740675,0,"Bahadoorgi Old Mosque",1111161,"Ghazni",2,"Qara Bagh",2,"Bahadoorgi Village",11,"Building",11
67.951,33.311,2,"Qolooch Mosque",1111172,"Ghazni",2,"Qara Bagh",0,"3 Deh Qolooch Village",11,"Building",11
67.93845503,32.96557663,0,"Bacha House",1113383,"Ghazni",2,"Ab Band",2,"Bazgi",11,"Village",13
67.57186482,32.9998195,4,"Dawood High School",1114329,"Ghazni",6,"Jaghuri",2,"Dawood Village",11,"Building",14
67.21350202,33.03463192,1,"Hecha Village Mosque",1114340,"Ghazni",3,"Jaghuri",2,"Pusht-E-Hecha Village",11,"Building",14
67.47122527,33.1985481,1,"Tabar Ghanak Secondary School",1114349,"Ghazni",2,"Jaghuri",1,"Tabar Ghanak Village",11,"Building",14
67.85535395,32.8393484,2,"Alam Khel Village",1115361,"Ghazni",3,"Muqur",1,"Alam Khel Village",11,"Building",15
67.50539974,33.36363933,3,"Kamarak Boys High School",1116305,"Ghazni",5,"Malistan",2,"Kamarak Village",11,"Building",16
67.16711568,33.14411552,1,"Qabjay Village Primary School",1116314,"Ghazni",2,"Malistan",1,"Qabjay Village",11,"Building",16
68.863626,33.086971,2,"Abdullah House",1201026,"Paktika",4,"Sharan",2,"Tawa Kacha Village",12,"Village",1
68.83959958,33.13520421,3,"Ali Baba Primary School",1201281,"Paktika",3,"Sharan",0,"Sharana Bazaar",12,"Village",1
68.65260428,33.04851121,0,"Haji Pati Guest House",1203040,"Paktika",3,"Yosuf Khel",3,"Yousuf Khel",12,"Village",3
68.80558418,32.92568616,1,"Wakil Ghami Village Secondary School",1206072,"Paktika",2,"Omna",1,"Wakil Ghami Village",12,"District",6
68.5324137,32.86435871,0,"Sahib Jan House",1207090,"Paktika",2,"Zarghun Shahr",2,"Payanda Khil Village",12,"Village",7
69.28568109,31.97348815,4,"Gul Mir Mosque",1208138,"Paktika",4,"Gomal",0,"Apsena",12,"District",8
69.198268375,32.487366041,0,"Shekin Secondary School",1208292,"Paktika",3,"Gomal",3,"Shekin",12,"Village",8
68.39802073,32.76447971,1,"Jani Khel School",1209120,"Paktika",2,"Jani Khel",1,"Jani Khel",12,"Building",9
69.12159946,32.77654616,2,"Mado Shop",1210151,"Paktika",2,"Surubi",0,"Robat",12,"Building",10
69.18644392,32.99602403,2,"Mera Gul Mosque",1211165,"Paktika",2,"Urgoon",0,"Mera Gul Village",12,"Village",11
69.27591273,32.99984403,0,"Alim Khan Guest House",1211182,"Paktika",3,"Urgoon",3,"Garbozi Village",12,"Village",11
69.25471428,33.18795351,3,"District Center",1213203,"Paktika",3,"Nika",0,"Sadiq Khel",12,"Village",13
69.33067343,32.78069219,2,"Margha Tent",1214258,"Paktika",5,"Barmal",3,"Margha Village",12,"Village",14
69.37333341,32.97819948,4,"District Compound Tent",1215272,"Paktika",5,"Giyan",1,"District Center",12,"Village",15
69.37276202,32.97685694,0,"Molla Fazel Guest House",1215280,"Paktika",3,"Giyan",3,"Geyan District Center",12,"Village",15
68.04058322,32.60041182,3,"Akbar Khan Shop",1216215,"Paktika",5,"Dila Wa Khushamand",2,"District Center",12,"Village",16
69.20194444,33.56027777,3,"Mohammad Ajan Tent",1301016,"Paktya",4,"Gardez",1,"Kwash Warsak",13,"Village",1
69.216245373,33.666502828,3,"Serraie School",1301204,"Paktya",4,"Gardez",1,"Serraie",13,"Building",1
69.38372216,33.76907314,1,"Boragay School",1302218,"Paktya",2,"Ahmadaba",1,"Boragieo Village",13,"District",2
69.01278751,33.38272543,4,"Alozo School",1303096,"Paktya",4,"Zurmat",0,"Alozo Kala, Sorkai",13,"Building",3
69.118559711,33.455527175,6,"Nek Naam Mosque",1303104,"Paktya",6,"Zurmat",0,"Arma Nek Naam",13,"Village",3
69.40557362,33.69869044,3,"Shekhano Mosque",1306034,"Paktya",4,"Sayyid Karam",1,"Shekhan",13,"Building",6
69.68426164,33.95199563,0,"Shah Mohammad Mosque",1307056,"Paktya",4,"Jaji Aryob",4,"Mari Khel",13,"Building",7
69.72059457,33.94002671,0,"Kana Khel School",1307068,"Paktya",4,"Jaji Aryob",4,"Kana Khel",13,"Village",7
69.59113882,33.83514252,0,"Showat Clinic",1308133,"Paktya",2,"Laja Ahmad Khel",2,"Showat, Ahmad Khel",13,"Village",8
69.81237712,33.54393721,0,"Tent",1309175,"Paktya",2,"Jani Khel",2,"Orgur",13,"Village",9
69.80873783,33.54691136,0,"Manz Algadi Mosque",1309176,"Paktya",2,"Jani Khel",2,"Bal Khel",13,"Village",9
69.78733092,33.802023,0,"Ahmad Jan Shops",1310161,"Paktya",4,"Samkani",4,"Mangyaar Village",13,"Village",10
69.90434141,33.87501094,3,"Darang Secondary School",1311181,"Paktya",4,"Dand Patan",1,"Ghundai Jangal",13,"Village",11
69.70560328,33.75481145,0,"Khairani Mosque",1312151,"Paktya",2,"Laja Mangal",2,"Khairani, Laja Mangal",13,"Village",12
69.54447104,33.80262022,0,"Andwam Madrassa",1313048,"Paktya",2,"Meerzaka",2,"Maenz Andwam, Merzaka",13,"Village",13
70.02635392,33.3284625,2,"Malzayo Mosque",1401005,"Khost",3,"Khost",1,"Shamal Malyzi",14,"Building",1
70.02550998,33.32822751,2,"Sayedullah Hojra",1401006,"Khost",3,"Khost",1,"Shamal Malyzi",14,"Building",1
69.92308238,33.34041792,3,"Yaqoobi Adi Mosque",1401015,"Khost",5,"Khost",2,"Khost City, Maton",14,"Building",1
69.893554004,33.300170702,2,"Mosque And Senator Hojra",1401026,"Khost",3,"Khost",1,"Maton, Warda Khel",14,"Building",1
69.88702391,33.44041938,3,"Mosque",1401037,"Khost",4,"Khost",1,"Mazghora Village",14,"Village",1
69.91089704,33.386028,6,"Khani Khwar Mosque",1401162,"Khost",11,"Khost",5,"Deri",14,"Village",1
69.91153846,33.28693206,3,"Zakim Shah Mosque",1403149,"Khost",4,"Gurbuz",1,"Sheikh Amir",14,"Building",3
69.86785733,33.28250968,2,"Salam Khan House",1404136,"Khost",4,"Tanay",2,"Peeran Village",14,"Village",4
69.69626934,33.55043238,1,"Haji Qaseem Hojra",1405068,"Khost",2,"Musa Khel",1,"Pori Khel",14,"Village",5
69.72191715,33.55206853,4,"Sardar Khan Turky Mosque",1405078,"Khost",5,"Musa Khel",1,"Turky Village",14,"Village",5
69.64127995,33.40762691,2,"Haraspan Village School",1406124,"Khost",3,"Nadirshah Kot",1,"Haraspan Village",14,"Building",6
70.07922709,33.46484632,3,"Kabul Village Big Mosque",1408052,"Khost",5,"Ali Sher",2,"Kabul Village",14,"Building",8
70.10891584,33.44252044,4,"Chargoti Mosque",1408165,"Khost",7,"Ali Sher",3,"Chargoti",14,"District",8
69.50109287,33.17476972,2,"Zarbi Shops",1411169,"Khost",2,"Spera",0,"Zarbi Village",14,"District",11
70.08061833,33.62512273,3,"Aka Kahol School",1413097,"Khost",5,"Jaji Maidan",2,"Aka Kahol",14,"Building",13
71.15548205,34.87523396,6,"Kirhala Secondary School",1501004,"Kunar",9,"Asad Abad",3,"Kirhala",15,"Building",1
71.21525347,34.92118878,3,"Village Mosque",1502048,"Kunar",4,"Mara Wara",1,"Baacha",15,"Village",2
71.22767899,34.9261723,3,"Daag Primary School",1502049,"Kunar",4,"Mara Wara",1,"Daag",15,"Village",2
70.99966294,34.73864555,2,"Primary School",1504033,"Kunar",3,"Narang",1,"Kotakai",15,"Building",4
71.06760834,34.76076873,2,"Girls School",1504034,"Kunar",3,"Narang",1,"Bar Narang",15,"Building",4
71.25799806,34.9775346,3,"Mony Primary School",1506065,"Kunar",6,"Shigal Wa Shiltan",3,"Mony",15,"Building",6
70.84717178,34.96219518,1,"Lacha Lam High School",1507024,"Kunar",3,"Dara-E-Pech",2,"Lacha Lam",15,"Village",7
71.34881044,35.03307028,2,"District Mosque",1508061,"Kunar",3,"Bar Kunar",1,"Asmar Bazar",15,"Building",8
70.92842028,34.67061059,2,"Hakim Abad High School",1510098,"Kunar",3,"Khas Kunar",1,"Hakim Abad Daag",15,"Building",10
71.40382339,35.1542066,3,"Kachagul Village Mosque",1511119,"Kunar",5,"Ghazi Abad",2,"Kachagul",15,"Village",11
70.78606607,34.94595136,4,"Senzi Primary School",1513070,"Kunar",5,"Chapa Dara",1,"Senzi",15,"Village",13
70.77883229,34.95108904,4,"Kandai High School",1513071,"Kunar",5,"Chapa Dara",1,"Kandai",15,"Village",13
70.77078583,34.61822619,3,"Mia Qala Dar-Ul-Ulom",1514087,"Kunar",4,"Noor Gal",1,"Mia Qala",15,"Village",14
70.90794708,35.05391945,5,"Want Secondary School",1602031,"Nooristan",7,"Waygal",2,"Want",16,"Building",2
71.32996199,35.87398023,3,"Anati Village Mosque",1608068,"Nooristan",5,"Barg-E-Matal",2,"Anati Village",16,"Village",8
70.6790449,37.19819511,2,"Kol Gahi School",1701006,"Badakhshan",3,"Faiz Abad",1,"Kol Gahi Yaftal Ulya",17,"Building",1
70.57736604,37.12363918,3,"Girls Number 2 High School",1701016,"Badakhshan",5,"Faiz Abad",2,"Nahia 2 Shahr Kuhna",17,"Building",1
70.6462802,37.25960869,2,"Naghz Dara School",1701017,"Badakhshan",3,"Faiz Abad",1,"Naghz Dara",17,"Building",1
70.51632842,37.10851164,3,"Sayed Abdul Kareem Husaini Girls High School",1702041,"Badakhshan",5,"Argo",2,"Karee",17,"Building",2
70.77111786,37.16790131,4,"Tagabak School",1703224,"Badakhshan",5,"Arghanj Khwah",1,"Tagabak",17,"Building",3
70.32379981,37.29800074,1,"Kasheen Dara School",1704029,"Badakhshan",3,"Yaftal-E-Sufla",2,"Kasheen Dara",17,"Building",4
70.76404588,36.92660037,2,"Esmati Girls High School",1705075,"Badakhshan",4,"Khash",2,"Deh Naw",17,"Building",5
70.84870062,37.03368342,1,"Farmoragh School",1706109,"Badakhshan",2,"Baharak",1,"Farmoragh",17,"Building",6
70.40940653,36.85326284,2,"Do-Aab Mughal Tai High School",1707069,"Badakhshan",4,"Darayim",2,"Khum Mir Harzar",17,"Building",7
70.44559466,37.54061746,2,"Yawan School",1709127,"Badakhshan",3,"Yawan",1,"Yawan",17,"Building",9
70.38960563,37.51305835,1,"Saari School",1709128,"Badakhshan",2,"Yawan",1,"Saari",17,"Building",9
70.88804096,36.9079441,2,"Ferghamenj High School",1710081,"Badakhshan",3,"Jurm",1,"Ferghamenj",17,"Building",10
70.46431314,36.7078289,2,"Ghori Sang School",1711178,"Badakhshan",3,"Tashkan",1,"Ghori Sang",17,"Building",11
71.03055906,37.03076195,2,"Abu Talha School",1712114,"Badakhshan",3,"Shuhada",1,"Joybar Village",17,"Building",12
70.08715928,37.29936183,1,"Shekhan School",1713141,"Badakhshan",2,"Shahr-E-Buzurg",1,"Shekhan",17,"Building",13
70.79541674,36.60121065,2,"Ashnaam School",1718256,"Badakhshan",3,"Yamgan",1,"Mazar",17,"Building",18
71.46577,37.33809,2,"Darmarakht School",1719219,"Badakhshan",3,"Shighnan",1,"Darmarakht",17,"Building",19
70.49883746,38.00006869,2,"Nashahr School",1721247,"Badakhshan",4,"Kufab",2,"Nashahr Village",17,"Building",21
71.32182583,38.27906626,1,"Jamarch School",1722264,"Badakhshan",2,"Darwaz-E-Payin",1,"Jamarch Village",17,"Village",22
71.28057184,38.14570959,1,"Ghamai School",1722265,"Badakhshan",2,"Darwaz-E-Payin",1,"Ghamai Village",17,"Village",22
70.50753614,38.12897222,2,"Shahr Sabz High School",1724278,"Badakhshan",3,"Shiki",1,"Shahr Sabz",17,"Village",24
70.68109453,36.02196545,1,"Askazar Clinic",1726189,"Badakhshan",2,"Kiran Wa Menjan",1,"Askazar",17,"Building",26
71.91722,36.72867,1,"Shakhor School",1728204,"Badakhshan",2,"Wakhan",1,"Shakhor",17,"Building",28
69.57973339,36.67824075,3,"Engineer Nek Mohammad School",1801004,"Takhar",4,"Taluqan",1,"Qarmala",18,"Building",1
69.54389828,36.73497181,5,"Agriculture Department",1801014,"Takhar",7,"Taluqan",2,"D02 - Nahia 2",18,"Building",1
69.70313293,36.70325421,2,"Todan High School",1801025,"Takhar",3,"Taluqan",1,"Todan Village",18,"Building",1
69.59694929,36.72223212,2,"Ahan Dara High School",1801184,"Takhar",3,"Taluqan",1,"Kolabi",18,"Building",1
69.39219943,36.77773548,4,"Hazrat Omar Primary School",1803041,"Takhar",7,"Baharak",3,"Do Rahi",18,"Building",3
69.53831205,36.44762537,3,"Abdul Wahid Shaheed High School",1805076,"Takhar",5,"Chal",2,"Mandara",18,"Building",5
69.94330477,36.77588568,3,"Abul Hassan Kherqani High School",1807096,"Takhar",5,"Kalafgan",2,"Hawza Shahr",18,"Building",7
69.91784793,36.59361687,2,"Sayed Abdul Rahman Shaheed High School",1808089,"Takhar",3,"Farkhar",1,"Khanqah",18,"Building",8
69.52418405,37.04273605,2,"Aaqela Mama Ye High School",1809050,"Takhar",4,"Khwaja Ghar",2,"Aaqela Mama Ye",18,"Building",9
69.82498947,37.12956226,2,"Shahr Kuhna Girls High School",1810102,"Takhar",4,"Rustaq",2,"Shahr Kuhna Rostaq",18,"Building",10
70.01367811,37.00581891,2,"Mawlana Jalaluddin High School",1810113,"Takhar",4,"Rustaq",2,"Aab Asyaba",18,"Building",10
69.53485818,37.04277144,2,"Khwaja Alauddin High School",1810124,"Takhar",4,"Rustaq",2,"Lala Maidan",18,"Building",10
70.03219515,37.06867245,2,"Hazrat Bilal Secondary School",1810125,"Takhar",3,"Rustaq",1,"Elkashan",18,"Building",10
69.32748499,36.38252189,6,"Tariq Shaheed High School",1811064,"Takhar",9,"Eshkamesh",3,"Shahr Kuhna Ashkmash",18,"Building",11
69.50978424,36.44231341,1,"Siyah Dara Mosque",1811191,"Takhar",2,"Eshkamesh",1,"Siyah Dara",18,"Building",11
69.91302824,36.22989514,5,"Sayed Ikramuddin Shaheed High School",1813176,"Takhar",7,"Warsaj",2,"Tarasht",18,"Building",13
69.49193,37.30916,2,"Katak Jar Boys High School",1814157,"Takhar",3,"Khwaja Bahawudin",1,"Katak Jar",18,"Building",14
69.53602307,37.43969279,2,"Qol Abad Boys High School",1815166,"Takhar",3,"Darqad",1,"Qol Abad",18,"Building",15
69.94914463,37.33794995,2,"Shah Dara Secondary School",1816141,"Takhar",4,"Chah Ab",2,"Shah Dara",18,"Building",16
69.56224547,37.4301412,2,"Umar Khel School",1817150,"Takhar",4,"Yangi Qala",2,"Umar Khel",18,"Building",17
68.86171283,36.72748189,2,"Girls Central High School",1901008,"Kunduz",8,"Kunduz",6,"D02 - Nahia 2",19,"Building",1
68.85103612,36.73224211,5,"Zakhil High School",1901018,"Kunduz",8,"Kunduz",3,"D03 - Nahia 3",19,"Building",1
68.89776826,36.71145551,3,"Chala Mazar School",1901030,"Kunduz",5,"Kunduz",2,"D01 - Nahia 1",19,"Building",1
68.70075021,36.8107896,2,"Gul Tipa Secondary School",1901041,"Kunduz",3,"Kunduz",1,"Arabha Village",19,"Building",1
68.80833333,36.82972222,2,"Arbab Chari Secondary School",1901052,"Kunduz",4,"Kunduz",2,"Qoy Guzar",19,"Building",1
68.857271302,36.594924153,2,"Mohammad Fataah Shaheed High School",1902116,"Kunduz",3,"Char Dara",1,"Qasab Village",19,"Building",2
68.87547461,36.54254131,1,"Sayed Ahmad Boys School",1903135,"Kunduz",2,"Ali Abad",1,"Sayed Ahmad Village",19,"Building",3
69.08195543,36.73439478,2,"Aaqtash High School",1904143,"Kunduz",3,"Khan Abad",1,"Aaqtash Village",19,"Building",4
69.1133358,36.67996765,0,"Khan Abad Girls High School",1904154,"Kunduz",3,"Khan Abad",3,"D04 - Nahia 4 Khan Abad City",19,"Building",4
