PC_number,PS_number,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
115484,4,16,12,2,0,0,0,274,0,12,0,0,316
115485,1,49,12,54,0,1,40,423,0,2,0,3,584
115485,2,32,18,66,1,0,51,416,0,3,0,2,589
115485,3,46,9,26,0,1,32,469,0,1,0,8,592
115515,1,31,37,15,0,1,79,353,0,3,1,5,525
115515,2,17,10,0,0,0,447,82,0,2,0,1,559
115516,1,8,2,5,0,0,6,272,0,0,0,0,293
115516,2,4,6,0,0,0,0,503,0,0,0,0,513
115517,1,1,17,6,0,0,6,238,0,0,0,0,268
115517,2,2,22,187,0,0,10,362,1,1,0,0,585
115550,1,33,27,52,0,0,1,35,0,1,0,0,149
115550,2,21,14,68,0,0,1,23,0,2,0,0,129
115551,1,46,8,47,0,2,7,402,0,9,1,19,541
115551,2,35,13,17,2,0,6,442,0,12,0,20,547
115551,3,2,3,138,0,0,0,267,0,13,0,8,431
115552,1,27,16,110,0,0,18,334,0,95,0,0,600
115552,2,18,50,70,0,0,35,285,1,42,1,0,502
115552,3,57,15,20,0,0,18,370,0,87,0,0,567
3201001,1,3,375,37,0,0,80,91,1,3,0,0,590
3201001,2,3,325,47,0,1,106,106,0,2,0,1,591
3201001,3,5,342,34,1,1,93,109,2,2,2,0,591
3201001,4,1,372,38,0,0,89,88,0,3,0,1,592
3201001,5,1,350,43,0,2,50,83,4,2,0,0,535
3201001,6,1,288,47,1,0,41,76,3,0,0,0,457
3201001,7,1,219,18,0,1,27,59,1,0,0,0,326
3201001,8,0,260,21,0,1,39,47,2,2,3,0,375
3201001,9,0,360,47,0,2,59,104,5,1,0,1,579
3201001,10,1,286,60,0,0,103,119,2,3,0,1,575
3201001,11,1,121,19,0,0,38,39,1,0,0,0,219
3201002,1,6,360,41,0,1,82,15,1,2,0,0,508
3201002,2,2,336,36,0,2,96,110,1,3,0,0,586
3201002,3,1,307,54,0,1,112,106,3,3,1,0,588
3201002,4,4,403,39,0,1,34,98,2,0,1,0,582
3201002,5,0,155,27,0,0,57,50,1,6,1,1,298
3201002,6,0,71,11,0,0,26,32,3,1,0,0,144
3201002,7,0,190,19,0,0,23,53,0,1,1,0,287
3201002,8,5,394,37,0,1,45,86,5,1,1,2,577
3201002,9,0,190,19,0,0,23,53,0,1,1,0,287
3201003,1,0,249,22,0,0,39,36,3,1,2,1,353
3201003,2,2,266,24,0,0,50,31,1,2,1,0,377
3201003,3,1,365,15,0,0,57,32,3,1,0,0,474
3201003,4,0,315,27,0,1,54,37,8,1,0,0,443
3201003,5,0,457,33,2,0,45,50,0,0,0,0,587
3201004,1,1,345,46,1,3,121,63,0,4,0,0,584
3201004,2,4,343,50,2,0,110,70,2,2,2,0,585
3201004,3,0,326,49,2,0,117,74,4,4,1,0,577
3201004,4,4,353,36,1,1,112,65,3,9,0,0,584
3201004,5,3,390,35,0,0,100,46,0,1,1,1,577
3201004,6,1,356,43,0,0,101,65,3,3,1,0,573
3201004,7,3,380,34,2,1,101,63,0,1,2,1,588
3201004,8,6,336,50,0,0,112,58,0,7,0,0,569
3201004,9,1,245,47,1,0,91,65,0,2,1,0,453
3201004,10,3,128,24,0,0,31,48,1,0,0,1,236
3201004,11,0,36,10,0,0,15,6,0,3,0,0,70
3201004,12,0,40,1,0,0,9,6,0,0,0,0,56
3201004,13,0,18,2,0,0,6,9,0,1,0,0,36
3201005,1,5,341,54,0,0,99,86,3,1,2,0,591
3201005,2,2,351,32,0,0,94,103,2,2,0,0,586
3201005,3,5,355,57,0,0,70,96,1,2,0,0,586
3201005,4,5,331,57,0,0,102,87,2,1,1,1,587
3201005,5,2,174,29,0,0,18,52,2,3,0,0,280
3201005,6,0,176,31,0,0,31,30,4,0,0,0,272
3201005,7,0,152,18,0,0,25,35,2,1,0,0,233
3201005,8,1,130,18,0,0,24,28,1,0,1,0,203
3201008,1,0,498,40,0,0,14,40,1,2,1,0,596
3201008,2,0,492,24,0,0,26,45,2,4,0,1,594
3201008,3,1,503,22,0,2,21,28,3,2,1,0,583
3201008,4,0,474,29,0,0,25,38,3,2,1,0,572
3201008,5,0,484,44,1,0,23,40,2,3,1,0,598
3201008,6,0,426,38,0,0,34,49,2,5,0,0,554
3201009,1,1,470,36,1,0,25,57,0,1,1,0,592
3201009,2,0,479,34,0,1,31,40,1,1,1,1,589
3201009,3,0,477,28,0,0,26,49,2,0,0,1,583
3201009,4,0,400,33,0,0,24,22,3,2,0,0,484
3201009,5,0,458,22,0,0,9,39,5,0,0,1,534
3201009,6,1,467,30,0,1,19,23,6,0,0,2,549
3201009,7,1,483,28,0,1,7,27,5,0,1,0,553
3201009,8,1,284,21,0,0,13,35,2,1,1,1,359
3201010,1,2,388,33,0,0,62,99,3,5,0,1,593
3201010,2,3,444,31,0,0,59,43,1,1,0,1,583
3201010,3,1,449,25,0,0,52,57,2,4,0,0,590
3201010,4,2,414,34,0,0,50,87,2,2,3,2,596
3201010,5,0,462,41,0,0,19,50,3,2,0,0,577
3201010,6,0,476,26,0,1,22,46,4,2,2,0,579
3201010,7,0,498,23,0,0,22,35,6,0,1,1,586
3201010,8,1,481,24,1,2,19,48,5,0,1,0,582
3201010,9,0,467,23,0,0,16,54,2,1,2,0,565
3201010,10,2,333,32,0,1,76,60,0,6,1,0,511
3201010,11,0,78,15,1,0,17,25,1,1,0,0,138
3201010,12,2,101,12,0,0,13,18,0,1,0,1,148
3201011,1,1,380,39,2,0,77,92,2,2,0,0,595
3201011,2,3,402,22,1,1,64,87,2,3,0,1,586
3201011,3,1,429,34,0,0,36,83,1,6,1,0,591
3201011,4,1,365,40,0,0,83,94,3,1,0,0,587
3201011,5,2,346,40,1,1,88,107,4,1,0,0,590
3201011,6,4,380,44,0,0,70,92,0,3,1,0,594
3201011,7,0,436,40,0,2,39,71,4,1,0,0,593
3201011,8,1,430,36,0,0,47,76,0,2,1,0,593
3201011,9,2,392,50,0,1,58,60,6,7,1,3,580
3201011,10,1,264,35,0,0,57,92,0,2,0,0,451
3201012,1,0,401,31,1,0,70,68,2,3,1,0,577
3201012,2,4,389,47,0,0,65,74,2,6,0,0,587
3201012,3,4,363,46,0,0,85,88,2,3,0,0,591
3201012,4,0,340,29,0,0,51,52,2,3,0,0,477
3201012,5,2,286,32,0,0,43,42,3,0,0,0,408
3201012,6,1,246,34,0,0,29,31,1,0,0,1,343
3201012,7,0,91,11,0,0,17,25,0,0,0,0,144
3201013,1,1,345,38,0,0,109,98,2,1,0,0,594
3201013,2,4,336,37,0,0,123,88,2,0,0,0,590
3201013,3,0,318,41,0,2,37,61,2,2,0,1,464
3201013,4,0,338,49,1,0,123,73,2,0,0,0,586
3201013,5,1,338,43,0,0,63,92,3,2,0,0,542
3201013,6,1,153,26,0,0,61,62,1,2,0,0,306
3201013,7,1,113,24,0,0,43,50,1,0,0,0,232
3201014,1,1,395,36,0,1,100,38,2,1,0,1,575
3201014,2,2,380,43,0,0,114,38,1,3,1,0,582
3201014,3,0,366,42,0,1,117,41,0,5,1,0,573
3201014,4,4,437,30,0,0,52,41,3,1,2,2,572
3201014,5,0,424,32,0,2,46,54,15,0,1,1,575
3201014,6,1,394,36,0,0,91,36,4,5,0,3,570
3201014,7,2,428,47,1,0,48,41,6,2,0,3,578
3201014,8,2,432,42,1,0,58,44,1,0,5,0,585
3201015,1,6,376,35,0,0,106,39,0,2,1,2,567
3201015,2,5,379,28,3,2,125,46,1,1,2,0,592
3201015,3,2,359,40,0,1,126,49,0,1,0,0,578
3201015,4,0,440,37,1,1,53,46,3,2,1,1,585
3201015,5,4,416,32,1,1,61,49,4,5,3,2,578
3201015,6,0,428,33,3,1,51,56,4,1,2,1,580
3201015,7,4,284,31,1,1,94,69,4,1,2,1,492
3201016,1,0,197,27,0,0,61,41,0,3,0,0,329
3201016,2,3,370,53,0,0,90,66,2,1,0,1,586
3201016,3,3,365,51,0,0,98,60,2,2,0,1,582
3201016,4,2,358,49,1,1,98,74,2,5,0,0,590
3201016,5,0,398,49,0,0,58,61,2,0,0,1,569
3201016,6,0,419,39,0,0,43,64,4,3,0,1,573
3201016,7,0,433,41,0,0,55,51,2,0,0,0,582
3201016,8,1,364,46,0,0,93,76,1,5,1,0,587
3201017,1,4,334,65,0,3,62,104,1,0,0,1,574
3201017,2,1,363,54,0,2,66,75,3,6,0,1,571
3201017,3,6,389,38,1,1,62,69,2,2,0,0,570
3201017,4,5,391,53,1,0,58,64,1,2,1,3,579
3201017,5,0,388,45,2,1,29,80,6,2,3,1,557
3201017,6,0,402,31,1,1,18,87,3,2,2,4,551
3201017,7,5,359,39,2,4,32,100,2,0,4,0,547
3201017,8,3,397,36,3,5,17,103,4,0,3,1,572
3201017,9,4,259,36,0,1,65,80,1,5,1,0,452
3201017,11,3,222,33,0,1,41,76,2,3,0,0,381
3201017,12,0,94,10,1,1,10,48,1,1,0,0,166
3201017,13,0,144,7,0,0,19,32,3,0,1,0,206
3201018,1,1,347,29,0,2,127,59,2,3,2,8,580
3201018,2,4,372,30,1,1,115,64,4,2,0,0,593
3201018,3,5,347,27,0,1,130,77,1,2,0,0,590
3201018,4,5,355,32,0,1,119,70,3,4,1,2,592
3201018,5,2,383,21,0,0,78,64,3,2,0,1,554
3201018,6,1,398,17,1,2,91,55,7,0,1,1,574
3201018,7,3,407,25,0,0,94,46,2,4,0,1,582
3201018,8,0,413,31,1,1,60,57,9,2,1,0,575
3201019,1,2,290,99,0,1,60,106,1,5,1,1,566
3201019,2,10,244,137,0,0,67,102,2,8,0,3,573
3201019,3,1,70,32,0,0,17,20,0,3,0,0,143
3201019,4,0,247,46,0,0,33,63,5,2,0,3,399
3201019,5,1,294,58,0,0,28,81,7,2,0,5,476
3201019,6,0,231,62,0,0,30,69,1,1,0,2,396
3201020,1,1,375,16,0,5,38,45,2,3,0,1,486
3201020,2,0,360,33,0,0,44,31,6,0,1,1,476
3201020,3,0,326,14,1,0,28,35,3,2,2,0,411
3201020,4,0,304,16,2,0,23,19,2,1,1,3,371
3201020,5,0,365,30,2,2,37,25,3,2,0,2,468
3201021,1,3,358,33,1,1,108,83,0,2,2,1,592
3201021,2,2,369,41,0,0,98,75,1,4,0,0,590
3201021,3,4,354,49,0,1,110,56,0,3,0,0,577
3201021,4,3,364,37,2,0,97,68,1,2,0,0,574
3201021,5,3,367,34,0,1,96,63,1,3,2,0,570
3201021,6,1,299,37,0,1,106,62,0,5,0,2,513
3201022,1,1,323,62,0,0,71,124,3,1,0,1,586
3201022,2,3,300,38,0,0,88,151,2,6,0,0,588
3201022,3,1,330,60,0,2,62,134,3,0,1,0,593
3201022,4,0,26,7,0,0,2,7,0,1,0,0,43
3201022,5,1,350,59,0,0,49,111,2,5,0,0,577
3201022,6,0,360,59,0,0,43,113,2,3,0,0,580
3201022,7,1,201,53,0,0,53,93,1,5,0,0,407
3201022,8,2,335,54,0,2,59,128,2,4,0,0,586
3201022,9,2,159,47,0,0,55,76,3,0,0,0,342
3201023,1,1,362,30,0,0,66,116,1,2,0,0,578
3201023,2,3,356,37,1,2,70,106,5,2,0,1,583
3201023,3,0,25,8,0,0,12,18,0,0,0,0,63
3201023,4,1,372,40,0,2,37,104,3,1,2,0,562
3201023,5,0,404,36,0,2,40,93,2,1,0,2,580
3201023,6,1,390,32,0,1,37,95,5,1,1,3,566
3201023,7,1,393,31,0,0,37,97,5,1,1,3,569
3201023,8,0,144,33,1,0,19,54,3,2,1,0,257
3201023,9,2,375,48,0,0,58,96,2,2,0,0,583
3201023,10,1,23,5,0,0,7,18,0,1,0,1,56
3201025,1,4,421,29,0,0,78,52,2,0,0,0,586
3201025,2,4,419,28,0,0,69,74,2,0,0,0,596
3201025,3,3,405,28,0,0,86,74,0,1,0,1,598
3201025,4,2,377,44,0,1,83,78,1,6,0,0,592
3201025,5,1,444,27,0,0,43,43,3,0,0,2,563
3201025,6,1,457,27,0,1,28,66,3,0,1,2,586
3201025,7,1,489,32,0,1,54,66,2,2,0,2,649
3201025,8,4,443,36,0,2,44,53,0,4,0,2,588
3201025,9,1,110,19,1,0,37,24,0,1,1,0,194
3201026,1,1,340,33,0,0,107,96,3,2,0,1,583
3201026,2,5,362,28,0,1,96,94,1,0,0,1,588
3201026,3,0,424,21,0,0,66,70,5,0,0,0,586
3201026,4,2,425,23,0,2,71,48,5,2,1,1,580
3201026,5,2,340,34,0,0,108,97,3,2,1,2,589
3201026,6,0,388,28,1,1,92,72,5,0,1,0,588
3201026,7,2,154,26,0,0,70,63,1,0,0,0,316
3201026,8,3,310,44,0,0,120,90,3,3,1,1,575
3201027,1,0,388,36,1,0,76,77,2,2,0,3,585
3201027,2,0,402,37,0,0,70,65,1,5,2,1,583
3201027,3,1,393,36,0,0,77,61,2,5,1,0,576
3201027,4,1,443,38,0,0,60,39,4,3,0,1,589
3201027,5,2,208,20,0,0,35,23,1,1,0,0,290
3201027,6,0,433,21,0,2,58,60,2,0,2,1,579
3201027,7,1,200,60,0,0,64,60,1,5,0,0,391
3201027,8,0,431,29,1,2,60,53,0,2,2,0,580
3201027,9,2,122,24,1,0,31,44,2,3,1,0,230
3201027,10,0,62,4,1,0,8,6,1,2,0,0,84
3201028,1,4,373,35,0,2,93,90,2,2,1,0,602
3201028,4,5,439,31,0,0,96,90,4,7,1,0,673
3201028,5,2,400,28,3,0,56,83,10,2,1,2,587
3201028,6,2,377,21,2,1,41,95,5,2,2,0,548
3201028,7,2,408,28,1,2,64,66,1,2,1,1,576
3201028,8,1,455,38,0,0,64,84,4,4,3,1,654
3201028,9,0,16,2,0,0,7,0,0,1,0,0,26
3201029,1,3,370,40,0,1,125,43,1,4,0,1,588
3201029,2,3,359,50,0,3,105,52,1,4,1,1,579
3201029,3,3,375,30,1,1,113,57,3,3,0,0,586
3201029,4,1,290,34,0,0,56,33,4,2,0,0,420
3201029,5,0,339,19,0,1,50,34,0,1,0,3,447
3201029,6,0,363,25,0,0,46,41,2,1,0,0,478
3201030,1,2,349,61,0,1,96,67,7,0,4,1,588
3201030,2,2,338,60,0,2,105,69,2,3,0,4,585
3201030,3,6,354,54,0,3,78,75,3,3,1,2,579
3201030,4,4,355,59,0,0,95,65,6,0,0,1,585
3201030,5,2,296,24,0,0,34,42,0,1,0,2,401
3201030,6,1,262,19,0,0,29,39,0,1,2,0,353
3201030,7,1,372,46,1,4,49,53,3,3,0,0,532
3201030,8,0,304,28,0,1,21,56,5,1,0,3,419
3201031,1,3,349,61,0,1,104,62,3,3,2,0,588
3201031,2,3,303,68,0,0,114,73,2,5,1,0,569
3201031,3,2,330,66,0,1,98,71,3,5,0,0,576
3201031,4,5,329,60,0,1,87,86,3,4,0,3,578
3201031,5,2,311,61,0,1,91,65,3,9,0,3,546
3201031,6,0,373,53,0,3,42,85,4,2,1,0,563
3201031,7,0,358,66,0,1,43,92,4,1,5,2,572
3201031,8,2,387,58,2,4,39,72,3,3,0,3,573
3201031,9,1,366,53,1,3,58,78,7,3,2,1,573
3201031,10,3,390,51,3,1,45,68,3,7,2,0,573
3201031,11,3,364,53,0,1,47,73,7,4,0,4,556
3201031,12,6,295,69,0,2,110,87,3,6,0,1,579
3201424,1,2,400,40,0,0,70,65,3,3,0,0,583
3201424,2,1,407,37,0,0,60,83,1,1,0,2,592
3201424,3,2,396,53,0,0,63,77,0,2,0,0,593
3201424,4,1,418,36,1,0,59,74,1,1,0,0,591
3201424,5,0,421,42,1,1,48,68,1,1,1,1,585
3201424,6,0,450,42,0,0,29,67,2,1,0,0,591
3201424,7,0,380,46,0,0,32,55,1,0,1,0,515
3201424,8,0,385,29,0,1,40,52,2,0,0,1,510
3201424,9,0,252,25,0,0,43,37,2,0,0,0,359
3201425,1,1,337,41,0,0,124,69,1,2,0,1,576
3201425,2,2,337,42,0,0,133,64,2,4,0,0,584
3201425,3,0,360,37,1,0,135,56,1,0,0,0,590
3201425,4,1,294,22,0,0,35,41,3,0,0,0,396
3201425,5,1,248,33,0,0,42,25,3,1,0,0,353
3201425,6,0,181,9,0,0,28,27,1,0,0,0,246
3201425,7,1,185,6,1,1,29,20,0,3,0,1,247
3201426,1,12,275,107,2,0,61,71,3,5,3,1,540
3201426,2,11,286,119,1,1,65,77,3,8,4,2,577
3201426,3,8,308,123,0,3,55,67,6,8,2,2,582
3201426,4,10,277,48,1,1,26,55,3,0,6,2,429
3201426,5,1,172,5,0,2,0,3,4,0,47,0,234
3201427,1,3,352,56,0,3,92,67,3,1,3,2,582
3201427,2,6,383,42,0,0,76,73,1,2,1,0,584
3201427,3,3,368,51,0,0,80,70,3,2,2,5,584
3201427,4,2,403,24,0,0,45,80,5,2,1,1,563
3201427,5,4,396,34,2,2,54,73,7,2,3,2,579
3201427,6,0,441,39,3,0,23,68,2,2,3,3,584
3201427,7,7,235,28,0,0,59,58,1,1,0,0,389
3201428,1,2,386,36,0,0,108,52,3,0,1,0,588
3201428,2,3,363,48,0,2,95,53,2,3,1,1,571
3201428,3,2,346,50,0,1,123,52,2,0,2,0,578
3201428,4,1,385,37,1,1,91,56,6,1,0,1,580
3201428,5,5,407,30,1,1,72,52,3,3,0,2,576
3201428,6,3,411,22,0,2,80,44,4,2,1,1,570
3201428,7,0,410,28,2,0,64,52,1,2,0,2,561
3201428,8,1,397,24,0,2,75,64,3,4,3,2,575
3201428,9,0,411,37,1,1,64,53,0,0,2,1,570
3201429,1,2,383,43,0,0,64,94,2,4,0,0,592
3201429,2,1,404,26,0,0,70,86,2,1,0,0,590
3201429,3,0,401,28,0,0,61,92,0,5,0,1,588
3201429,4,2,430,50,0,1,28,61,1,3,0,1,577
3201429,5,1,426,32,0,2,29,91,3,0,0,1,585
3201429,6,0,419,40,0,2,32,83,6,1,3,0,586
3201429,7,1,306,36,0,0,45,100,1,2,1,0,492
3201429,8,3,182,45,0,0,27,56,1,4,0,0,318
3201429,9,0,81,17,0,0,6,37,2,0,0,0,143
3201430,1,4,356,45,1,1,55,121,2,5,0,0,590
3201430,2,3,340,55,0,0,69,108,3,5,3,4,590
3201430,3,8,382,42,0,1,47,105,0,5,0,1,591
3201430,4,0,461,29,0,2,29,45,8,7,0,2,583
3201430,5,0,477,25,0,0,26,39,9,0,3,3,582
3201430,6,1,442,45,1,2,21,57,6,0,2,3,580
3201430,7,0,76,13,0,0,21,27,0,3,0,0,140
3201430,8,0,137,10,1,0,22,11,2,2,0,0,185
3201431,1,0,542,21,0,0,9,6,4,2,1,0,585
3201431,2,0,530,14,1,0,7,16,4,2,1,1,576
3201431,3,0,528,19,0,2,12,17,6,5,0,1,590
3201431,4,0,525,19,1,1,2,12,5,8,0,3,576
3201431,5,0,545,15,0,0,2,13,5,8,1,0,589
3201431,6,0,563,6,0,0,0,5,4,0,0,0,578
3201431,7,0,544,14,2,2,3,7,8,0,3,0,583
3201431,8,0,501,43,1,0,2,11,5,3,4,3,573
3201431,9,0,520,13,0,0,5,16,9,5,1,2,571
3201431,10,0,566,7,0,0,0,7,4,1,1,3,589
3201431,11,0,552,16,1,1,2,7,6,2,1,2,590
3201431,12,0,387,163,1,1,6,5,10,2,0,1,576
3201431,13,0,394,16,2,0,1,6,8,2,0,2,431
3201431,14,0,276,8,0,0,6,4,0,4,3,2,303
3201431,15,0,360,14,0,0,2,8,2,5,1,0,392
3201432,1,1,92,13,0,0,15,34,1,0,0,0,156
3201432,3,1,51,16,0,0,14,30,0,1,0,0,113
3201432,4,0,22,3,0,0,1,3,0,1,0,0,30
3201432,5,0,19,1,0,0,2,2,0,0,0,0,24
3201433,1,4,318,52,0,0,43,124,3,2,0,1,547
3201433,2,1,271,31,2,1,37,68,0,1,0,0,412
3201433,3,2,314,50,0,1,35,67,1,3,0,1,474
3201433,4,1,293,26,0,0,27,210,2,3,0,1,563
3201433,5,2,307,43,0,0,39,194,3,1,0,1,590
3201471,1,0,537,12,0,0,5,15,8,4,0,2,583
3201471,2,0,541,23,0,0,5,13,1,5,0,2,590
3201471,3,0,535,21,0,0,1,16,0,1,1,3,578
3201471,4,0,244,11,0,0,3,12,1,2,0,0,273
3201471,5,0,404,12,0,0,0,15,3,2,0,1,437
3201471,6,0,244,14,0,0,0,2,2,3,0,0,265
3201473,1,2,448,20,0,2,61,42,1,1,0,0,577
3201473,2,1,458,24,0,1,59,31,4,2,0,0,580
3201473,3,0,521,21,0,0,22,19,5,1,1,0,590
3201473,4,0,164,5,1,0,7,16,1,0,2,0,196
3201474,1,0,542,20,0,0,11,14,0,5,0,0,592
3201474,2,1,521,26,0,0,19,18,4,1,0,1,591
3201474,3,1,537,19,1,1,3,4,4,2,3,1,576
3201474,4,0,279,3,0,0,3,2,6,0,0,1,294
3201475,1,2,332,52,0,2,77,107,4,7,0,0,583
3201475,2,6,349,37,1,3,91,91,0,0,3,0,581
3201475,3,1,452,17,1,0,63,39,2,0,0,2,577
3201475,4,2,239,44,0,0,60,85,1,3,0,1,435
3201475,5,0,231,10,0,0,23,36,2,0,0,0,302
3202032,1,0,410,40,0,0,114,27,1,0,0,0,592
3202032,2,3,380,29,1,0,126,38,2,2,0,2,583
3202033,1,1,399,16,2,6,71,45,5,3,3,2,553
3202033,2,4,422,16,2,2,79,27,8,1,6,0,567
3202034,1,1,331,67,1,2,94,65,3,4,2,4,574
3202034,2,1,412,36,0,0,48,55,7,1,0,4,564
3202034,3,1,439,43,0,1,53,52,3,1,1,2,596
3202034,4,2,364,53,0,0,78,61,4,2,0,2,566
3202034,5,2,224,53,0,0,86,54,3,3,0,4,429
3202034,6,2,195,32,1,2,30,39,2,1,1,1,306
3202036,1,7,371,40,5,1,98,42,2,5,2,2,575
3202036,2,5,323,62,1,3,113,41,3,6,2,1,560
3202036,3,1,428,27,0,1,53,26,5,8,4,4,557
3202037,1,8,328,55,0,0,120,51,4,2,0,1,569
3202037,2,5,340,36,0,0,130,51,3,3,0,1,569
3202037,3,0,405,48,0,0,94,6,5,1,0,1,560
3202038,1,0,406,17,0,3,125,32,3,0,1,0,587
3202038,2,0,428,14,1,3,113,19,5,6,2,0,591
3202038,3,0,141,4,0,0,27,5,3,3,0,1,184
3202038,4,2,469,17,0,0,48,25,5,1,2,1,570
3202038,5,0,407,16,1,0,132,29,4,1,1,0,591
3202038,6,0,444,15,2,2,60,15,5,3,3,2,551
3202039,1,1,339,34,2,2,152,43,4,3,0,2,582
3202039,2,1,368,50,2,0,106,45,3,1,0,2,578
3202039,3,0,454,9,1,2,69,26,9,0,5,0,575
3202039,4,1,206,17,0,2,48,42,3,0,1,0,320
3202039,5,0,267,2,1,2,34,18,4,1,0,1,330
3202041,1,0,270,16,1,1,142,32,1,1,0,1,465
3202041,2,1,228,13,0,0,116,28,1,2,0,1,390
3202041,3,0,391,13,2,0,92,26,3,2,2,0,531
3202042,1,1,158,14,3,0,67,10,2,0,0,1,256
3202042,2,2,199,12,0,0,74,3,2,0,0,0,292
3202042,3,1,282,10,0,4,51,12,5,1,1,2,369
3202043,1,2,336,19,0,1,196,15,1,3,1,1,575
3202043,2,2,337,18,1,1,190,26,0,1,0,1,577
3202043,3,0,328,10,1,1,85,10,1,0,3,3,442
3202043,4,0,338,21,0,0,152,22,4,1,1,0,539
3202044,1,1,153,31,2,2,275,16,2,5,0,0,487
3202044,2,1,205,69,2,12,282,14,3,3,0,1,592
3202045,1,3,363,30,0,0,64,25,2,0,0,0,487
3202045,2,0,228,6,1,0,23,39,1,0,0,0,298
3202046,1,3,211,38,0,2,284,35,5,2,1,0,581
3202046,2,1,468,14,0,1,80,15,2,1,0,1,583
3202048,1,2,440,38,2,0,84,17,1,1,1,0,586
3202048,2,1,372,9,0,0,51,21,2,1,1,1,459
3202049,1,1,244,23,0,1,21,7,2,0,3,1,303
3202049,2,12,385,47,0,1,112,16,1,0,3,1,578
3202050,1,0,309,81,1,2,138,17,8,4,2,2,564
3202050,2,1,392,69,2,1,79,14,3,3,0,1,565
3202051,2,0,187,56,1,1,253,25,0,6,2,0,531
3202051,3,1,192,86,2,4,139,37,5,7,0,4,477
3202052,1,4,340,29,1,0,150,29,2,0,1,0,556
3202052,2,1,308,17,1,1,93,26,2,3,2,1,455
3202052,3,0,455,20,0,2,74,24,0,0,3,1,579
3202053,1,4,431,8,0,0,72,25,3,3,1,2,549
3202053,2,2,423,13,0,0,90,27,5,2,2,3,567
3202053,3,0,506,3,0,0,36,27,2,0,0,2,576
3202054,1,10,416,35,0,0,83,32,2,3,0,0,581
3202054,2,7,410,34,3,1,100,30,5,1,1,1,593
3202054,3,1,421,43,0,2,77,41,2,0,4,0,591
3202055,1,0,445,14,3,1,110,1,4,2,1,1,582
3202055,2,2,470,18,5,3,76,1,0,0,0,1,576
3202056,1,0,0,0,0,0,0,0,0,0,0,0,0
3202056,2,1,142,23,0,0,38,1,2,1,0,1,209
3202056,3,0,312,54,0,0,203,0,0,3,0,0,572
3202057,1,33,413,27,0,0,81,23,3,0,0,2,582
3202057,2,37,372,21,1,0,82,30,1,2,0,1,547
3202057,3,14,456,27,1,2,61,16,3,1,0,0,581
3202058,1,1,413,32,0,1,80,62,1,2,0,0,592
3202058,2,4,371,50,0,1,94,70,1,1,1,1,594
3202058,3,5,419,33,0,0,53,54,0,0,0,0,564
3202059,1,0,281,43,2,1,83,26,3,2,0,1,442
3202059,2,1,245,34,0,0,36,19,3,0,0,2,340
3202060,1,1,150,239,2,4,29,98,5,10,2,2,542
3202060,2,0,350,46,1,3,53,61,4,4,9,1,532
3202061,1,0,231,12,0,0,103,19,3,1,0,0,369
3202061,2,2,143,15,1,0,76,31,0,2,1,1,272
3202062,1,1,175,7,1,0,29,9,0,1,2,1,226
3202062,2,0,157,5,0,0,27,16,1,0,0,0,206
3202063,1,5,271,20,0,0,74,21,0,14,0,0,405
3202063,2,6,293,28,0,2,133,16,4,6,0,0,488
3202063,3,2,398,39,0,0,101,20,1,7,1,0,569
3202064,1,0,363,21,0,0,62,19,0,1,0,1,467
3202064,2,0,258,14,0,0,13,43,4,0,0,2,334
3202065,1,5,439,29,0,0,67,41,2,1,0,0,584
3202065,2,0,437,24,0,1,72,38,5,1,0,1,579
3202065,3,0,490,15,0,0,31,36,1,2,2,0,577
3202065,4,0,177,12,1,1,56,36,0,0,0,0,283
3202065,5,0,64,4,0,0,10,5,1,0,1,2,87
3202066,1,1,473,18,0,0,81,22,1,2,1,1,600
3202066,2,0,465,13,0,0,42,11,0,0,0,0,531
3202067,1,17,330,63,2,1,135,28,2,6,0,0,584
3202067,2,5,440,32,3,2,80,20,2,5,3,1,593
3202068,1,2,395,44,0,1,79,36,2,18,2,1,580
3202068,2,3,367,50,1,0,66,38,3,12,0,0,540
3202068,3,3,410,39,0,2,33,28,6,16,1,1,539
3202069,1,2,206,4,0,1,54,12,0,3,0,0,282
3202069,2,0,260,11,0,0,82,27,2,14,0,2,398
3202069,3,1,433,8,1,1,73,24,6,8,0,0,555
3202070,1,0,225,29,0,0,112,37,4,2,0,1,410
3202070,2,3,193,22,0,0,134,49,4,2,4,2,413
3202070,3,1,328,26,1,1,126,59,2,2,2,2,550
3202072,1,4,391,82,0,1,20,53,6,10,1,3,571
3202072,2,1,448,19,2,1,3,19,6,2,4,3,508
3202074,1,0,521,16,0,0,23,8,3,5,0,2,578
3202074,2,0,496,24,1,2,30,9,2,7,1,3,575
3202074,3,0,527,8,1,2,12,2,6,0,1,1,560
3202075,1,1,378,25,0,0,107,39,4,0,1,0,555
3202075,2,2,390,18,0,0,132,20,2,1,0,0,565
3202075,3,2,432,9,0,0,93,24,5,1,2,0,568
