PC_number,PS_number,Eng- Qutbuddin Hilal,Dr.Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr.Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
2911174,2,1,159,19,1,2,2,124,6,1,1,0,316
2911174,4,1,113,17,10,3,1,129,9,1,1,3,288
2911216,1,0,4,0,0,0,1,191,0,0,0,0,196
2911216,2,0,5,0,0,0,0,231,2,0,0,0,238
2911216,3,1,0,0,0,0,0,456,0,0,0,0,457
2912190,1,0,120,11,0,0,1,291,2,0,0,1,426
2912190,2,0,122,7,2,5,4,286,0,1,0,0,427
2912190,3,0,36,6,1,4,0,146,1,0,1,1,196
2912190,4,0,27,12,1,5,1,149,4,1,0,0,200
2912191,1,2,272,21,1,4,2,145,2,1,4,1,455
2912191,2,0,89,11,0,0,2,87,2,0,1,3,195
2912192,1,2,304,13,1,2,0,181,2,0,2,0,507
2912192,2,0,273,4,0,5,0,226,7,0,5,2,522
2912193,1,1,87,14,0,0,2,173,2,0,0,1,280
2912193,2,1,86,8,0,0,1,173,1,0,0,3,273
2912193,3,0,79,15,0,0,1,227,4,0,0,1,327
2912194,1,1,252,33,2,4,5,274,2,1,2,1,577
2912194,2,1,75,4,1,1,1,185,5,0,2,0,275
2912194,3,0,84,4,2,8,1,249,1,0,4,2,355
2912195,1,0,24,8,0,0,5,282,2,0,0,2,323
2912195,2,2,16,1,0,0,9,298,1,0,0,1,328
2912195,3,0,11,0,0,0,5,223,1,0,0,0,240
2912195,4,0,7,0,0,0,8,370,1,0,0,0,386
2912195,5,0,7,6,0,0,2,550,2,1,0,0,568
2912196,1,0,35,2,0,0,1,92,0,0,0,1,131
2912196,2,0,58,3,1,2,1,110,0,0,0,0,175
2912196,3,0,38,2,0,0,0,167,1,0,0,2,210
2912197,1,0,154,4,1,4,0,353,2,1,2,1,522
2912197,2,0,77,2,0,3,1,287,4,0,1,0,375
2912197,3,0,41,5,0,0,0,344,1,0,0,0,391
2912197,4,0,37,0,0,2,0,369,0,0,3,0,411
2912198,1,0,40,4,0,0,1,277,0,0,0,0,322
2912198,2,0,44,9,0,0,1,303,0,0,0,1,358
2912198,3,0,39,5,0,0,0,542,1,0,0,0,587
2912198,4,0,27,6,0,0,0,370,1,0,0,1,405
2913181,1,0,47,20,0,2,3,521,1,0,0,1,595
2913181,2,0,37,11,0,0,0,537,1,1,0,0,587
2913181,3,0,54,6,0,0,1,521,3,0,0,0,585
2913181,4,0,20,3,0,3,0,543,1,0,1,0,571
2913181,5,0,29,10,0,0,0,555,0,0,0,0,594
2913181,6,0,17,9,0,0,0,572,0,0,0,0,598
2913182,1,1,57,7,0,2,7,488,1,1,2,4,570
2913182,2,1,65,5,0,6,1,508,2,1,6,0,595
2913182,3,0,9,5,0,6,0,464,0,0,2,0,486
2913182,4,0,8,1,1,3,0,395,0,0,1,0,409
2913182,5,0,9,0,0,0,1,243,1,0,1,0,255
2913183,1,0,3,1,0,2,2,417,0,2,1,0,428
2913183,2,0,1,2,0,0,0,334,0,0,0,0,337
2913183,3,0,7,2,1,2,0,299,1,0,1,0,313
2913183,4,0,5,7,0,1,0,471,0,1,2,0,487
2913183,5,0,5,1,0,4,2,327,0,0,2,1,342
2913183,6,0,0,0,0,0,1,384,0,0,1,0,386
2913184,1,0,6,2,0,1,0,284,0,0,1,1,295
2913184,2,0,6,2,0,0,0,403,1,0,0,2,414
2913184,3,0,7,2,0,1,0,293,0,0,0,1,304
2913184,4,0,6,2,1,6,1,378,2,1,7,4,408
2913184,5,0,10,4,0,7,1,534,6,0,3,1,566
2913185,1,0,33,3,3,4,5,516,0,0,0,1,565
2913185,2,0,51,13,0,0,4,412,0,0,0,2,482
2913185,3,1,52,3,0,0,2,483,0,0,0,2,543
2913185,4,3,3,3,2,0,1,406,1,0,2,3,424
2913185,5,1,3,3,0,3,1,333,5,0,4,4,357
2913186,1,0,30,11,0,1,0,552,1,1,1,0,597
2913186,2,0,27,6,0,1,1,557,1,0,0,0,593
2913186,3,0,31,12,0,1,0,552,0,0,0,0,596
2913186,4,0,25,9,2,1,0,548,2,0,3,1,591
2913186,5,0,15,3,0,4,0,556,1,1,2,0,582
2913187,1,0,11,5,0,0,0,362,1,0,0,1,380
2913187,2,0,11,8,0,0,2,272,2,0,0,2,297
2913187,3,0,12,10,0,0,1,346,1,0,0,1,371
2913187,4,0,1,0,1,2,0,521,0,0,4,0,529
2913187,5,0,13,6,0,0,0,552,0,0,0,2,573
2913188,1,1,38,4,0,2,0,355,0,0,2,1,403
2913188,2,0,22,6,1,2,1,342,1,0,1,0,376
2913188,3,1,13,8,0,0,0,242,0,0,1,0,265
2913188,4,1,11,1,1,5,2,558,2,0,9,1,591
2913188,5,1,19,0,0,0,1,442,1,1,0,6,471
2913189,1,0,10,0,0,4,1,355,1,0,0,0,371
2913189,2,0,9,1,1,0,1,266,0,0,0,0,278
2913189,3,0,7,0,0,1,1,258,0,0,3,2,272
2913189,4,0,11,4,2,2,1,276,2,0,0,1,299
2913189,5,0,0,1,0,0,0,395,0,0,0,0,396
2914175,1,0,23,14,1,4,3,305,3,1,0,0,354
2914175,2,0,49,18,1,1,0,247,1,0,3,1,321
2914175,3,0,62,31,0,4,2,473,5,0,0,0,577
2914175,4,1,41,15,1,0,1,477,4,1,1,0,542
2914175,5,0,37,4,1,6,2,496,4,0,3,0,553
2914176,1,0,20,21,0,2,2,171,1,0,0,0,217
2914176,2,1,10,10,0,1,0,189,1,0,1,1,214
2914176,3,0,18,13,0,3,1,177,3,0,4,1,220
2914176,4,1,51,25,5,0,1,231,6,1,5,2,328
2914177,1,0,56,3,0,4,1,294,5,0,1,0,364
2914177,2,0,31,4,1,2,2,231,0,1,0,1,273
2914177,3,0,37,3,0,4,0,237,1,0,0,1,283
2914177,4,0,31,4,1,6,3,510,1,0,4,0,560
2914178,1,0,34,22,0,5,13,99,0,0,0,0,173
2914178,2,2,14,15,1,1,16,128,1,16,0,1,195
2914178,3,0,17,25,0,4,14,92,0,1,1,1,155
2914178,4,1,39,45,0,4,17,285,2,0,2,0,395
2914179,1,1,27,25,1,4,3,512,4,0,0,0,577
2914179,2,0,17,17,0,4,0,524,0,0,3,0,565
2914180,1,0,38,34,1,3,2,462,1,0,0,1,542
2914180,2,2,18,20,0,9,3,473,1,0,3,1,530
901001,1,4,416,30,0,0,12,108,4,1,0,1,576
901001,2,8,373,43,0,0,21,122,2,2,0,0,571
901001,3,5,401,36,1,0,22,121,2,0,0,0,588
901001,4,4,372,50,0,2,6,88,6,0,6,4,538
901001,5,9,396,49,1,2,4,89,4,2,0,0,556
901001,6,0,379,67,0,0,9,103,1,1,0,0,560
901001,7,3,132,14,0,0,8,54,0,0,0,0,211
901001,8,0,59,9,0,1,4,45,0,0,0,0,118
901002,1,12,387,36,0,0,18,131,1,2,0,0,587
901002,2,6,417,39,0,0,15,93,6,2,0,0,578
901002,3,4,391,29,0,2,2,72,5,1,2,3,511
901002,4,10,422,36,0,0,10,71,2,0,2,1,554
901002,5,8,185,10,0,0,3,46,0,1,0,0,253
901003,1,2,319,26,0,0,8,217,2,4,0,0,578
901003,2,3,294,30,0,1,9,251,1,1,0,0,590
901003,3,2,216,19,0,3,1,209,3,1,2,0,456
901003,4,5,260,22,0,3,1,193,3,1,1,2,491
901004,1,23,449,27,0,0,10,73,2,2,0,0,586
901004,2,18,441,21,0,0,8,79,7,6,0,1,581
901004,3,3,435,28,0,2,8,80,0,0,0,2,558
901004,4,9,275,20,0,0,12,61,2,1,0,1,381
901005,1,4,72,22,0,0,3,40,1,2,1,0,145
901005,2,2,261,78,0,0,3,166,2,52,0,2,566
901005,3,1,314,72,0,0,2,156,2,30,0,1,578
901005,4,2,314,65,0,0,7,152,2,27,0,1,570
901006,1,4,291,31,1,3,2,194,3,1,1,1,532
901006,3,4,173,21,0,2,8,62,1,1,0,1,273
901007,1,14,454,22,0,0,10,76,2,2,0,1,581
901007,2,10,290,16,2,5,14,199,5,4,1,2,548
901007,3,5,187,11,0,0,6,55,0,1,0,1,266
901007,4,4,304,20,2,2,5,79,5,2,2,4,429
901007,5,0,24,1,0,0,0,0,0,0,0,1,26
901008,1,14,381,37,1,0,8,121,4,11,0,1,578
901008,2,4,375,58,0,0,4,116,4,3,2,1,567
901008,3,10,257,31,0,0,6,72,3,6,0,0,385
901009,1,13,389,30,0,0,22,114,4,5,0,1,578
901009,2,20,399,18,0,1,12,123,5,2,0,0,580
901009,3,2,372,42,2,1,5,95,6,0,7,1,533
901009,4,6,339,42,1,1,4,86,8,1,2,0,490
901009,5,2,112,13,0,0,1,48,1,0,0,0,177
901010,1,9,406,33,0,0,14,104,2,6,0,1,575
901010,3,3,381,30,0,0,10,121,6,3,0,0,554
901010,4,3,130,10,0,0,5,38,1,1,0,0,188
901011,1,6,380,38,0,0,16,126,1,8,0,0,575
901011,2,11,423,32,0,0,14,104,2,3,0,0,589
901011,3,3,353,49,0,0,2,88,10,2,0,1,508
901011,4,9,208,27,0,0,16,70,0,1,0,0,331
901012,1,19,370,36,0,0,14,141,2,1,0,0,583
901012,2,1,312,53,0,0,6,116,2,1,0,0,491
901013,1,38,38,99,0,0,8,204,0,5,0,0,392
901013,2,0,14,6,0,2,2,22,1,0,3,0,50
901014,1,18,125,88,0,0,9,221,2,8,0,2,473
901014,2,1,53,5,0,0,0,131,1,4,2,1,198
901015,1,31,54,68,0,0,3,153,1,0,0,0,310
901015,2,0,129,9,0,0,1,264,3,6,0,0,412
901016,1,66,130,90,0,0,19,275,1,1,0,1,583
901016,2,0,19,25,0,1,0,88,0,1,0,0,134
901017,2,95,15,71,0,0,6,82,0,1,0,1,271
901018,1,27,42,39,0,0,9,455,0,0,0,0,572
901019,1,9,103,38,0,0,8,113,0,0,1,1,273
901019,2,79,166,48,0,3,9,259,2,1,0,3,570
901020,1,1,308,42,0,0,3,26,2,34,0,0,416
901020,2,0,195,5,0,1,3,5,5,0,0,2,216
901021,1,2,155,62,1,2,4,338,0,3,1,7,575
901021,2,0,178,76,3,3,0,295,1,2,2,2,562
901021,3,7,44,10,0,1,1,67,1,1,0,0,132
901022,1,14,188,102,1,6,9,241,1,18,1,1,582
901022,2,17,201,87,2,4,9,223,1,8,4,2,558
901022,3,10,163,55,0,1,10,85,5,3,0,1,333
901022,4,2,210,0,0,1,11,80,1,5,0,1,311
901023,1,10,138,27,0,5,34,171,2,7,4,0,398
901023,2,24,132,28,1,1,16,102,1,5,2,1,313
901023,3,1,25,32,1,1,2,150,3,0,1,0,216
901024,1,24,53,53,0,0,6,43,0,6,0,1,186
901024,2,30,61,52,0,0,8,41,4,9,0,0,205
901024,3,5,35,67,0,0,0,16,0,0,0,0,123
901025,1,8,2,11,0,0,1,557,0,1,0,0,580
901025,2,0,30,0,0,0,0,550,0,0,0,0,580
901025,3,8,4,53,0,0,11,100,0,0,0,0,176
901026,1,20,3,33,0,0,6,48,0,3,0,1,114
901026,2,19,2,23,0,0,9,75,1,2,0,0,131
901027,1,55,37,28,0,0,17,100,0,0,0,1,238
901027,2,30,21,22,0,0,7,80,1,0,0,0,161
901028,1,13,48,50,0,0,1,169,0,6,0,0,287
901028,2,4,26,12,0,0,2,171,0,1,0,1,217
901028,3,0,70,82,0,0,9,200,0,0,1,0,362
901029,1,0,91,31,0,0,0,23,0,0,1,0,146
901029,2,7,38,7,0,0,0,31,1,0,0,1,85
901029,3,0,111,8,0,0,1,8,1,1,0,0,130
901030,1,5,130,51,0,0,1,25,3,4,0,2,221
901030,2,2,235,66,0,0,4,25,4,6,0,1,343
901030,3,6,333,84,0,0,2,36,0,9,0,0,470
901031,1,10,5,38,0,0,3,77,0,1,0,0,134
901031,2,0,0,0,0,0,0,0,0,0,0,0,0
901032,1,4,237,102,2,2,0,138,1,5,3,2,496
901032,2,13,183,62,1,1,4,89,2,3,0,4,362
901032,3,0,309,74,3,6,0,129,10,4,5,0,540
901033,1,9,33,27,0,2,1,19,3,6,0,0,100
901033,2,12,36,44,1,3,5,25,2,7,1,3,139
901033,3,0,36,14,0,1,0,2,0,0,1,0,54
901034,2,7,480,15,0,0,10,75,2,0,0,1,590
901034,3,2,279,17,0,1,7,40,3,0,0,0,349
901034,4,3,463,29,0,0,5,56,2,4,0,0,562
901034,5,6,345,16,0,0,14,72,1,1,0,0,455
901035,1,4,272,22,0,0,10,272,1,1,0,1,583
901035,2,17,277,19,0,2,12,248,3,1,0,0,579
901035,3,8,215,26,1,6,3,303,1,5,0,1,569
901036,1,16,201,21,0,0,4,196,0,2,0,1,441
901036,2,28,114,27,0,0,8,147,3,2,0,2,331
901036,3,1,212,4,0,0,3,239,0,0,0,0,459
901037,1,32,31,41,1,1,5,73,2,75,0,1,262
901037,2,62,16,41,2,0,4,86,0,50,0,2,263
901037,3,0,41,2,0,0,0,12,2,29,0,0,86
901038,1,34,166,62,1,1,12,185,1,4,2,2,470
901038,2,27,155,50,0,1,5,122,4,4,1,1,370
901038,3,3,155,7,0,0,2,18,5,0,0,0,190
901039,1,0,154,23,0,0,0,30,1,0,1,1,210
901039,2,0,149,19,0,0,0,30,0,0,0,0,198
901039,3,2,215,54,0,1,2,57,2,0,1,0,334
901040,1,43,4,39,0,0,4,62,0,3,0,0,155
901040,2,33,1,40,0,0,15,124,0,9,0,0,222
901040,3,0,1,5,0,0,2,111,0,1,0,0,120
901041,1,8,175,48,0,5,0,31,3,23,0,1,294
901041,2,10,144,45,2,1,2,44,1,17,1,0,267
901041,3,10,183,28,0,0,4,45,5,1,2,1,279
901227,1,11,282,17,0,0,19,43,1,0,1,0,374
901227,2,0,244,9,0,0,0,8,2,0,0,0,263
901227,3,10,231,21,1,1,6,37,0,1,0,0,308
901228,1,4,115,6,0,0,6,45,1,0,0,0,177
901228,2,1,253,4,0,0,0,227,2,3,0,2,492
901228,3,5,351,13,0,0,17,177,2,2,0,2,569
901229,2,6,467,11,0,0,1,31,5,0,0,1,522
901230,1,1,338,44,2,3,4,96,3,1,5,4,501
901230,2,18,403,33,0,0,19,110,2,0,0,1,586
901231,1,52,15,35,0,1,2,109,3,3,2,0,222
901231,2,48,9,20,0,1,5,82,0,0,1,0,166
901231,3,4,127,30,0,0,8,220,1,0,0,0,390
901232,1,0,113,17,0,0,0,23,2,1,0,0,156
901232,2,6,238,41,1,2,1,32,2,4,1,0,328
901232,3,0,236,51,0,0,1,25,2,1,0,1,317
902075,1,0,268,52,5,0,2,31,2,1,1,1,363
902075,2,0,103,17,0,0,1,25,2,1,0,0,149
902075,3,1,139,29,1,0,1,38,1,0,2,0,212
902076,1,0,90,2,0,0,1,115,0,0,0,1,209
902076,2,1,6,1,0,0,0,114,0,0,0,0,122
902077,1,2,193,61,0,0,2,213,3,0,0,2,476
902077,2,0,21,58,0,2,0,243,0,0,0,0,324
902078,1,0,353,3,0,0,171,29,0,3,1,0,560
902079,1,4,332,2,2,1,2,26,3,0,0,0,372
902079,2,0,279,1,0,0,0,31,1,0,2,0,314
902081,1,12,225,3,0,2,3,35,2,2,4,0,288
902081,2,26,152,2,0,0,0,29,2,0,4,0,215
902082,1,22,468,12,2,2,10,18,3,1,1,0,539
902082,2,0,436,3,0,1,1,6,1,0,0,0,448
902083,1,0,446,18,0,0,5,12,4,0,0,0,485
902083,2,1,295,37,0,1,0,32,2,0,1,0,369
902084,2,0,305,3,0,0,17,0,0,0,0,0,325
902085,1,5,448,38,0,1,12,56,4,4,1,1,570
902085,2,1,451,24,1,0,0,40,4,1,0,1,523
902087,1,10,352,18,0,2,8,60,1,1,2,5,459
902087,2,3,273,24,1,0,3,50,2,0,1,1,358
902088,1,0,104,2,0,0,1,34,1,1,0,0,143
902088,2,0,71,21,0,1,0,19,0,0,0,0,112
902089,1,1,39,0,0,0,0,167,0,0,0,1,208
902089,2,0,25,2,0,0,0,134,0,0,1,0,162
902090,1,0,242,27,3,6,8,148,1,0,0,0,435
902090,2,1,87,21,4,10,0,275,3,0,1,1,403
902091,1,17,50,14,1,1,15,49,2,1,2,0,152
902091,2,0,122,430,0,0,4,40,0,0,0,0,596
902092,1,22,198,35,1,2,8,51,0,0,0,1,318
902092,2,58,193,184,3,6,10,62,3,24,7,0,550
902238,1,0,5,1,1,0,0,66,1,0,1,0,75
902238,2,0,0,1,3,0,0,61,0,0,1,0,66
902239,1,24,205,2,0,0,5,7,3,0,1,0,247
902239,2,14,343,49,0,10,14,130,5,14,5,2,586
902258,1,0,10,1,0,0,0,29,0,0,0,0,40
902258,2,0,1,0,0,0,0,29,0,0,0,0,30
902258,3,4,0,11,0,0,0,72,0,0,1,0,88
902259,1,0,174,16,0,0,11,32,0,0,0,5,238
902259,2,2,263,6,0,0,8,46,1,0,0,0,326
902259,3,0,134,26,2,2,0,35,0,0,0,3,202
902260,1,0,4,1,0,1,0,72,0,0,0,0,78
902260,2,0,4,0,0,2,0,55,0,0,0,0,61
902260,3,0,0,0,0,0,0,111,0,0,0,0,111
903093,1,0,29,16,2,2,0,432,2,0,4,1,488
903093,2,1,15,19,1,2,0,527,2,0,2,0,569
903093,3,4,28,8,1,0,0,451,3,0,0,0,495
903094,1,0,11,64,0,0,0,126,0,0,0,0,201
903094,2,0,18,59,0,0,0,115,0,0,0,0,192
903095,1,0,116,28,0,2,0,444,1,0,1,0,592
903095,2,1,63,20,1,7,0,490,2,0,3,0,587
903096,1,1,59,25,2,3,0,452,0,0,2,0,544
903096,2,1,39,24,1,1,1,475,1,0,0,0,543
903096,3,4,30,10,0,8,1,498,1,0,4,0,556
903097,1,17,381,6,0,0,7,9,2,1,0,0,423
903097,2,23,402,4,0,0,14,10,2,0,0,0,455
903097,3,10,549,0,0,0,2,1,1,0,0,0,563
903098,1,0,5,4,0,0,0,164,0,1,1,1,176
903098,2,0,9,5,0,0,0,176,1,0,0,1,192
903098,3,0,10,1,0,0,2,242,0,0,0,1,256
903099,1,3,433,30,0,0,6,4,0,0,0,1,477
903099,2,2,376,29,0,0,9,1,1,1,0,1,420
903099,3,0,293,64,0,1,3,13,0,1,0,0,375
903099,4,0,384,5,0,0,0,0,0,0,0,0,389
903100,1,4,159,26,0,0,18,50,1,0,0,0,258
903100,2,2,189,46,4,3,19,157,0,1,2,0,423
903100,3,7,252,66,0,0,44,88,4,1,1,3,466
903101,1,41,324,32,0,0,14,23,0,2,0,0,436
903101,2,43,272,35,0,0,12,26,1,4,0,0,393
903101,3,16,378,41,0,0,0,26,2,1,2,1,467
903103,1,84,61,79,0,2,7,54,1,5,0,2,295
903103,2,94,51,57,3,4,11,58,4,8,6,1,297
903103,3,41,88,44,2,1,5,34,3,2,0,0,220
903103,4,18,66,19,0,0,3,18,4,1,0,1,130
903104,1,16,153,3,0,0,11,97,0,0,0,0,280
903104,2,21,160,3,1,0,11,106,0,0,0,0,302
903104,3,10,175,9,0,0,2,204,2,0,0,3,405
903105,1,19,112,100,0,0,0,342,0,0,3,0,576
903105,2,5,137,37,1,2,0,991,0,0,0,0,1173
903107,1,32,357,11,0,0,5,5,0,0,0,1,411
903107,2,30,307,12,0,0,3,13,2,0,0,0,367
903107,3,5,171,17,1,4,0,16,3,0,0,2,219
903108,1,0,438,46,0,0,31,1,1,0,0,0,517
903108,2,1,211,134,0,0,15,25,1,0,0,0,387
903108,3,36,200,7,0,0,2,0,0,0,0,0,245
903109,1,22,10,54,0,0,17,109,2,0,0,1,215
903109,2,15,17,30,0,1,4,86,0,1,0,3,157
903109,3,0,88,12,0,0,6,49,0,0,1,3,159
903109,4,0,74,18,0,0,5,61,0,0,0,0,158
903110,1,6,245,36,2,0,24,143,2,0,0,1,459
903110,2,5,180,53,0,0,21,119,5,0,0,1,384
903110,3,5,250,76,1,6,16,193,2,2,5,1,557
903111,1,33,47,121,0,0,3,300,0,68,0,0,572
903111,3,100,50,200,0,0,0,150,0,60,0,0,560
903111,4,37,40,4,0,0,0,18,1,0,1,0,101
903240,1,1,109,13,0,0,16,16,0,0,0,1,156
903240,3,4,378,9,61,0,19,114,0,0,0,0,585
903261,1,29,214,39,0,0,26,84,0,9,0,0,401
903261,3,41,140,125,1,2,10,106,2,0,1,0,428
903262,1,13,92,13,0,0,8,11,0,0,0,0,137
903262,2,15,122,6,0,0,5,14,2,0,0,0,164
903262,3,10,84,3,0,1,2,8,1,0,0,0,109
903264,1,1,39,7,1,2,3,170,1,0,2,0,226
903264,2,0,36,3,0,0,2,147,0,0,0,0,188
903264,3,0,20,5,0,2,0,308,0,0,0,0,335
904128,1,16,86,4,0,1,7,28,1,0,0,0,143
904128,2,19,149,7,0,0,15,26,0,2,0,0,218
904129,1,21,193,2,0,0,8,15,0,0,0,0,239
904129,2,29,169,4,0,0,19,28,9,4,0,0,262
904130,1,26,287,3,0,0,278,2,2,0,0,2,600
904130,2,38,358,5,0,0,117,64,7,0,0,2,591
904131,1,20,454,2,0,1,48,31,2,1,2,1,562
904131,2,4,470,2,0,1,15,86,1,0,1,3,583
904132,3,0,533,5,0,1,7,14,4,0,0,0,564
904133,1,2,370,10,0,0,15,11,2,0,0,0,410
904133,2,0,314,20,0,0,1,13,0,0,0,0,348
904135,1,49,387,104,0,0,7,0,1,0,0,0,548
904135,2,61,367,117,0,0,10,1,1,0,0,0,557
904136,1,31,453,10,0,0,57,20,0,0,0,0,571
904136,2,6,538,11,1,0,17,18,0,0,0,0,591
904137,1,3,497,81,0,0,9,0,0,1,0,0,591
904137,2,0,514,58,1,0,0,18,5,0,0,0,596
904138,1,0,336,24,0,0,6,59,0,0,0,0,425
904139,1,0,525,2,0,0,7,33,1,0,0,0,568
904139,2,0,0,0,0,0,0,0,0,0,0,0,0
904139,3,15,538,12,0,0,17,36,0,1,0,0,619
904140,1,2,492,9,0,0,15,19,2,0,0,1,540
904140,2,0,386,4,1,2,2,32,5,0,3,0,435
904141,1,1,450,27,0,0,12,54,0,0,0,0,544
904142,1,0,567,6,0,0,18,0,2,0,0,0,593
904142,2,0,552,2,0,0,22,0,1,1,0,0,578
904143,1,14,475,15,0,0,21,38,10,0,0,0,573
904144,3,2,494,39,0,1,46,0,4,3,0,0,589
904145,1,16,543,21,0,0,15,2,0,0,0,0,597
904145,2,52,337,187,0,0,13,0,0,1,1,0,591
904146,1,44,47,243,0,0,89,136,0,0,0,0,559
904146,2,21,26,275,0,0,40,238,0,0,0,0,600
904146,3,25,70,250,0,0,67,187,0,0,0,0,599
904243,1,6,520,34,0,0,14,18,3,0,0,0,595
904243,2,3,535,37,0,0,10,3,0,0,0,0,588
904244,1,146,142,0,0,0,0,236,0,0,0,0,524
904244,3,24,248,52,0,0,5,116,1,0,0,0,446
904245,1,22,398,13,0,0,25,44,1,0,0,0,503
904245,2,8,409,4,0,0,9,34,2,0,0,0,466
904246,1,6,420,24,0,0,49,45,4,0,0,0,548
904246,2,11,300,52,0,0,45,56,2,0,0,3,469
904265,1,2,207,110,0,0,13,14,2,0,0,0,348
904265,2,4,342,37,0,0,27,26,1,1,0,0,438
904265,3,1,421,156,0,0,0,0,5,0,0,0,583
904267,1,20,418,146,0,0,10,5,0,0,0,0,599
904267,2,10,385,150,0,0,15,26,3,0,0,0,589
904267,3,29,264,260,0,0,23,2,3,2,0,0,583
905042,1,28,252,35,1,0,8,76,3,3,2,2,410
905042,2,38,341,51,0,1,23,106,0,7,1,2,570
905042,3,16,210,17,0,0,16,68,2,1,0,0,330
905042,4,7,269,2,0,0,1,32,1,0,0,0,312
905043,1,12,12,9,2,0,0,12,0,1,0,0,48
905043,2,11,2,11,0,0,1,5,1,0,1,0,32
905043,3,0,0,0,0,0,0,0,0,0,0,0,0
905044,1,1,117,6,0,0,2,130,4,0,0,4,264
905044,2,1,129,4,0,0,4,119,3,1,0,4,265
905044,3,4,80,7,0,4,0,38,25,0,4,0,162
905045,1,6,171,11,1,4,0,104,5,1,2,2,307
905045,2,0,56,2,1,0,1,41,5,0,0,0,106
905045,3,0,106,16,0,0,0,150,0,1,1,0,274
905045,4,8,211,4,0,1,2,113,3,0,1,4,347
905046,1,75,16,25,0,0,4,16,0,1,0,0,137
905046,2,73,20,23,0,0,1,17,0,2,0,0,136
905046,3,4,13,9,0,0,0,76,0,23,0,0,125
905046,4,7,4,10,0,0,0,21,0,3,0,0,45
905047,1,26,188,7,0,0,16,39,1,0,0,0,277
905047,2,32,303,25,0,0,4,50,2,0,0,0,416
905047,3,30,190,12,0,1,7,18,1,0,2,1,262
905047,4,11,441,13,0,0,11,52,3,0,2,0,533
905048,2,3,7,15,0,0,0,4,0,0,0,0,29
905049,1,84,148,80,0,0,6,112,2,8,0,0,440
905049,2,9,19,5,0,2,0,40,1,0,0,0,76
905050,1,0,16,8,0,0,17,158,0,0,0,1,200
905050,2,0,116,0,0,0,21,203,1,0,0,2,343
905052,1,19,140,23,0,2,10,4,1,5,0,0,204
905052,2,0,104,1,0,0,0,0,1,0,0,0,106
905053,1,54,326,27,2,0,11,176,3,0,0,1,600
905053,2,1,251,3,0,0,0,69,1,0,1,0,326
905054,1,20,60,415,0,0,0,100,0,0,0,0,595
905054,2,37,50,410,0,0,40,60,0,0,0,0,597
905055,1,3,355,3,0,0,11,25,2,0,0,2,401
905055,2,2,281,1,0,0,4,14,2,1,0,3,308
905056,1,18,444,31,0,0,12,74,0,3,0,1,583
905056,2,4,442,37,0,0,1,66,2,0,0,1,553
905057,1,62,242,49,0,0,14,110,0,6,0,1,484
905057,2,15,171,13,0,0,2,60,0,0,0,0,261
905058,1,35,340,45,1,1,9,127,2,5,0,1,566
905058,2,0,124,11,0,0,0,31,2,1,0,0,169
905059,1,48,313,33,2,1,22,64,3,7,3,0,496
905059,2,3,204,5,1,2,3,18,2,0,0,1,239
905060,1,23,214,14,0,0,10,37,1,0,0,0,299
905060,2,6,243,7,1,1,5,39,1,1,1,1,306
905061,1,67,37,30,0,0,15,99,0,1,0,0,249
905061,2,8,5,98,0,0,18,51,0,1,2,0,183
905062,1,0,0,400,0,0,200,0,0,0,0,0,600
905062,2,10,19,399,0,0,100,50,0,20,0,0,598
905063,1,0,0,390,0,0,205,0,0,0,0,0,595
905063,2,5,224,20,1,0,4,53,1,0,0,0,308
905065,1,30,53,28,0,0,3,61,2,4,1,2,184
905065,2,0,5,0,0,0,0,0,0,13,0,0,18
905066,1,5,250,0,0,0,4,9,2,2,0,0,272
905066,2,0,263,0,0,0,0,0,0,0,0,0,263
905067,1,50,20,450,0,0,0,80,0,0,0,0,600
905067,2,0,78,430,0,0,0,90,0,0,0,0,598
905067,3,10,46,430,0,0,7,100,0,6,0,0,599
905067,4,50,50,405,5,0,0,80,10,0,0,0,600
905070,1,0,10,60,0,6,1,429,0,92,0,0,598
905070,2,5,114,296,0,0,0,182,0,0,0,0,597
905071,1,36,78,59,0,0,4,60,0,44,0,1,282
905071,2,31,78,85,0,0,5,56,1,46,0,1,303
905071,3,8,277,229,0,0,2,28,5,7,0,5,561
905073,1,0,27,0,0,0,6,260,0,0,0,0,293
905073,2,57,64,24,0,0,10,90,0,1,0,0,246
905073,4,3,37,6,0,0,7,288,4,5,0,0,350
905073,5,16,126,16,0,0,3,41,0,1,0,0,203
905074,1,15,25,418,0,0,18,112,0,12,0,0,600
905074,2,19,257,11,0,0,2,81,0,2,0,0,372
905074,3,22,258,19,0,0,3,79,0,2,0,1,384
905074,4,10,5,520,0,0,0,0,0,6,0,0,541
905074,5,0,376,4,0,0,0,40,1,0,0,0,421
905233,1,27,243,44,0,1,9,121,2,4,0,1,452
905233,2,0,154,34,0,0,0,72,2,0,0,0,262
905234,1,2,6,0,0,0,0,134,1,0,0,0,143
905234,2,73,29,4,0,0,3,295,0,0,0,1,405
